UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
181543,"R",3,"R",0,"R",3,"R",2,"R",67,"R",2,"R",67,"Z",0,"R",3,"R",0,"Z",0,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
181604,"R",64,"R",0,"R",64,"R",30,"R",47,"R",36,"R",56,"Z",0,"R",64,"R",1,"R",0,"R",37,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
181640,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",972,"R",0,"R",972,"R",197,"R",20,"R",297,"R",31,"R",0,"R",972,"R",48,"R",74,"R",345,"R",35
181738,"R",169,"R",0,"R",169,"R",42,"R",25,"R",79,"R",47,"R",0,"R",169,"R",4,"R",1,"R",83,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
181765,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",34,"R",33,"R",49,"R",48,"Z",0,"R",103,"R",0,"Z",0,"R",49,"R",48
181783,"R",690,"R",0,"R",690,"R",238,"R",34,"R",353,"R",51,"R",0,"R",690,"R",7,"R",1,"R",360,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
181817,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",273,"R",0,"R",273,"R",76,"R",28,"R",101,"R",37,"R",0,"R",273,"R",38,"R",11,"R",139,"R",51
181853,"R",84,"R",2,"R",82,"R",18,"R",22,"R",35,"R",43,"R",0,"R",82,"R",0,"R",0,"R",35,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
181880,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189,"R",0,"R",189,"R",34,"R",18,"R",102,"R",54,"R",0,"R",189,"R",0,"R",0,"R",102,"R",54
181941,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",165,"R",0,"R",165,"R",74,"R",45,"R",100,"R",61,"R",0,"R",165,"R",5,"R",0,"R",105,"R",64
182281,"R",3564,"R",2,"R",3562,"R",600,"R",17,"R",1599,"R",45,"R",1,"R",3561,"R",224,"R",102,"R",1823,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182290,"R",3046,"R",17,"R",3029,"R",993,"R",33,"R",1851,"R",61,"R",0,"R",3029,"R",93,"R",33,"R",1944,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182306,"R",31,"R",0,"R",31,"R",1,"R",3,"R",1,"R",3,"Z",0,"R",31,"R",0,"Z",0,"R",1,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182458,"R",91,"R",0,"R",91,"R",37,"R",41,"R",41,"R",45,"R",0,"R",91,"R",3,"R",0,"R",44,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182634,"R",400,"R",0,"R",400,"R",211,"R",53,"R",239,"R",60,"Z",0,"R",400,"R",0,"Z",0,"R",239,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182670,"R",1112,"R",3,"R",1109,"R",963,"R",87,"R",1056,"R",95,"R",0,"R",1109,"R",8,"R",5,"R",1064,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",5,"R",12,"R",31,"R",76,"Z",0,"R",41,"R",0,"Z",0,"R",31,"R",76
182722,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",2,"R",22,"R",7,"R",78,"Z",0,"R",9,"R",0,"Z",0,"R",7,"R",78
182795,"R",454,"R",0,"R",454,"R",189,"R",42,"R",224,"R",49,"R",0,"R",454,"R",1,"R",0,"R",225,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",7,"R",30,"R",17,"R",74,"Z",0,"R",23,"R",0,"Z",0,"R",17,"R",74
182917,"R",14,"R",0,"R",14,"R",14,"R",100,"R",14,"R",100,"Z",0,"R",14,"R",0,"Z",0,"R",14,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182953,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",8,"R",21,"R",30,"R",77,"Z",0,"R",39,"R",0,"Z",0,"R",30,"R",77
182980,"R",487,"R",0,"R",487,"R",112,"R",23,"R",158,"R",32,"R",0,"R",487,"R",9,"R",0,"R",167,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
182999,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",2,"R",11,"R",13,"R",68,"R",0,"R",19,"R",0,"R",0,"R",13,"R",68
183026,"R",1009,"R",0,"R",1009,"R",404,"R",40,"R",451,"R",45,"R",0,"R",1009,"R",18,"R",17,"R",469,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183035,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",15,"R",94,"R",15,"R",94,"Z",0,"R",16,"R",0,"Z",0,"R",15,"R",94
183044,"R",2749,"R",0,"R",2749,"R",1875,"R",68,"R",2108,"R",77,"R",0,"R",2749,"R",16,"R",4,"R",2124,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183062,"R",1254,"R",1,"R",1253,"R",692,"R",55,"R",786,"R",63,"R",0,"R",1253,"R",7,"R",0,"R",793,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183071,"R",48,"R",0,"R",48,"R",25,"R",52,"R",32,"R",67,"Z",0,"R",48,"R",0,"Z",0,"R",32,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183080,"R",920,"R",1,"R",919,"R",412,"R",45,"R",500,"R",54,"R",0,"R",919,"R",9,"R",0,"R",509,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",698,"R",0,"R",698,"R",102,"R",15,"R",206,"R",30,"R",0,"R",698,"R",62,"R",33,"R",268,"R",38
183105,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",0,"R",113,"R",48,"R",42,"R",57,"R",50,"R",0,"R",113,"R",1,"R",3,"R",58,"R",51
183114,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",1,"R",41,"R",9,"R",22,"R",15,"R",37,"R",0,"R",41,"R",2,"R",1,"R",17,"R",41
183123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",175,"R",0,"R",175,"R",63,"R",36,"R",67,"R",38,"R",0,"R",175,"R",5,"R",5,"R",72,"R",41
183132,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",246,"R",0,"R",246,"R",51,"R",21,"R",82,"R",33,"R",0,"R",246,"R",9,"R",5,"R",91,"R",37
183141,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",221,"R",0,"R",221,"R",48,"R",22,"R",76,"R",34,"R",0,"R",221,"R",8,"R",8,"R",84,"R",38
183150,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",229,"R",0,"R",229,"R",44,"R",19,"R",69,"R",30,"Z",0,"R",229,"R",14,"R",10,"R",83,"R",36
183202,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",0,"R",0,"R",12,"R",71,"Z",0,"R",17,"R",1,"Z",0,"R",13,"R",76
183211,"R",216,"R",0,"R",216,"R",80,"R",37,"R",97,"R",45,"Z",0,"R",216,"R",0,"Z",0,"R",97,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183239,"R",508,"R",0,"R",508,"R",377,"R",74,"R",397,"R",78,"Z",0,"R",508,"R",1,"R",1,"R",398,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183257,"R",19,"R",0,"R",19,"R",2,"R",11,"R",4,"R",21,"R",0,"R",19,"R",0,"R",0,"R",4,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183275,"R",15,"R",1,"R",14,"R",9,"R",64,"R",9,"R",64,"Z",0,"R",14,"R",0,"Z",0,"R",9,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183488,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",42,"R",42,"R",42,"R",42,"R",0,"R",100,"R",2,"R",0,"R",44,"R",44
183600,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",1,"R",8,"R",8,"R",100,"R",8,"R",100,"R",0,"R",8,"R",0,"R",0,"R",8,"R",100
183655,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",876,"R",0,"R",876,"R",71,"R",8,"R",177,"R",20,"Z",0,"R",876,"R",40,"R",98,"R",217,"R",25
183725,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",271,"R",0,"R",271,"R",122,"R",45,"R",200,"R",74,"Z",0,"R",271,"R",0,"Z",0,"R",200,"R",74
183743,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2312,"R",0,"R",2312,"R",171,"R",7,"R",510,"R",22,"R",0,"R",2312,"R",179,"R",263,"R",689,"R",30
183789,"R",348,"R",0,"R",348,"R",79,"R",23,"R",114,"R",33,"R",0,"R",348,"R",11,"R",5,"R",125,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183822,"R",416,"R",0,"R",416,"R",78,"R",19,"R",144,"R",35,"R",0,"R",416,"R",9,"R",1,"R",153,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1908,"R",0,"R",1908,"R",263,"R",14,"R",558,"R",29,"R",0,"R",1908,"R",136,"R",151,"R",694,"R",36
183877,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1564,"R",0,"R",1564,"R",208,"R",13,"R",431,"R",28,"R",0,"R",1564,"R",41,"R",208,"R",472,"R",30
183910,"R",329,"R",0,"R",329,"R",179,"R",54,"R",226,"R",69,"Z",0,"R",329,"R",0,"Z",0,"R",226,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183938,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1488,"R",1,"R",1487,"R",132,"R",9,"R",305,"R",21,"R",0,"R",1487,"R",101,"R",123,"R",406,"R",27
183974,"R",177,"R",0,"R",177,"R",88,"R",50,"R",99,"R",56,"R",0,"R",177,"R",6,"R",4,"R",105,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
183983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",44,"R",65,"R",44,"R",65,"R",0,"R",68,"R",0,"R",0,"R",44,"R",65
184056,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",395,"R",0,"R",395,"R",116,"R",29,"R",257,"R",65,"R",0,"R",395,"R",18,"R",0,"R",275,"R",70
184092,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",351,"R",0,"R",351,"R",155,"R",44,"R",168,"R",48,"Z",0,"R",351,"R",0,"Z",0,"R",168,"R",48
184180,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1113,"R",0,"R",1113,"R",179,"R",16,"R",389,"R",35,"R",0,"R",1113,"R",62,"R",142,"R",451,"R",41
184205,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",662,"R",1,"R",661,"R",157,"R",24,"R",231,"R",35,"R",1,"R",660,"R",26,"R",25,"R",257,"R",39
184348,"R",399,"R",0,"R",399,"R",262,"R",66,"R",277,"R",69,"Z",0,"R",399,"R",0,"Z",0,"R",277,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
184427,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",233,"R",0,"R",233,"R",109,"R",47,"R",165,"R",71,"R",0,"R",233,"R",0,"R",0,"R",165,"R",71
184481,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1249,"R",0,"R",1249,"R",50,"R",4,"R",138,"R",11,"R",0,"R",1249,"R",80,"R",109,"R",218,"R",17
184506,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",0,"R",0,"R",24,"R",55,"Z",0,"R",44,"R",0,"Z",0,"R",24,"R",55
184603,"R",433,"R",0,"R",433,"R",166,"R",38,"R",218,"R",50,"R",0,"R",433,"R",1,"R",1,"R",219,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
184612,"R",151,"R",0,"R",151,"R",40,"R",26,"R",71,"R",47,"R",0,"R",151,"R",4,"R",0,"R",75,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
184694,"R",511,"R",0,"R",511,"R",234,"R",46,"R",320,"R",63,"R",0,"R",511,"R",6,"R",2,"R",326,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
184746,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",190,"R",0,"R",190,"R",153,"R",81,"R",153,"R",81,"Z",0,"R",190,"R",0,"Z",0,"R",153,"R",81
184773,"R",275,"R",0,"R",275,"R",108,"R",39,"R",148,"R",54,"R",0,"R",275,"R",2,"R",0,"R",150,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
184782,"R",1502,"R",0,"R",1502,"R",743,"R",49,"R",1089,"R",73,"R",0,"R",1502,"R",31,"R",10,"R",1120,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
184791,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1757,"R",0,"R",1757,"R",366,"R",21,"R",591,"R",34,"R",0,"R",1757,"R",72,"R",74,"R",663,"R",38
184816,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",0,"R",0,"R",25,"R",51,"R",0,"R",49,"R",0,"R",0,"R",25,"R",51
184968,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",1,"R",50,"R",1,"R",50,"R",0,"R",2,"R",0,"R",0,"R",1,"R",50
184995,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1734,"R",0,"R",1734,"R",46,"R",3,"R",240,"R",14,"R",0,"R",1734,"R",101,"R",180,"R",341,"R",20
185129,"R",577,"R",0,"R",577,"R",73,"R",13,"R",234,"R",41,"R",0,"R",577,"R",30,"R",9,"R",264,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
185174,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",41,"R",85,"R",41,"R",85,"Z",0,"R",48,"R",0,"Z",0,"R",41,"R",85
185262,"R",1493,"R",1,"R",1492,"R",320,"R",21,"R",696,"R",47,"R",0,"R",1492,"R",54,"R",20,"R",750,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
185396,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1050,"R",0,"R",1050,"R",527,"R",50,"R",704,"R",67,"R",0,"R",1050,"R",14,"R",0,"R",718,"R",68
185466,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",281,"R",0,"R",281,"R",92,"R",33,"R",238,"R",85,"R",0,"R",281,"R",0,"R",0,"R",238,"R",85
185509,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",967,"R",0,"R",967,"R",12,"R",1,"R",180,"R",19,"R",0,"R",967,"R",44,"R",99,"R",224,"R",23
185536,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1967,"R",0,"R",1967,"R",223,"R",11,"R",520,"R",26,"R",0,"R",1967,"R",140,"R",174,"R",660,"R",34
185572,"R",906,"R",2,"R",904,"R",543,"R",60,"R",663,"R",73,"R",0,"R",904,"R",8,"R",0,"R",671,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
185590,"R",3030,"R",3,"R",3027,"R",1356,"R",45,"R",2029,"R",67,"Z",0,"R",3027,"R",39,"R",14,"R",2068,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
185679,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",2,"R",67,"R",2,"R",67,"Z",0,"R",3,"R",0,"Z",0,"R",2,"R",67
185721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",110,"R",0,"R",110,"R",71,"R",65,"R",73,"R",66,"R",0,"R",110,"R",1,"R",0,"R",74,"R",67
185767,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",2,"R",6,"R",18,"R",51,"Z",0,"R",35,"R",0,"Z",0,"R",18,"R",51
185828,"R",957,"R",9,"R",948,"R",354,"R",37,"R",637,"R",67,"R",0,"R",948,"R",28,"R",13,"R",665,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
185873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1654,"R",0,"R",1654,"R",320,"R",19,"R",627,"R",38,"R",0,"R",1654,"R",93,"R",121,"R",720,"R",44
185970,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",4,"R",15,"R",23,"R",88,"Z",0,"R",26,"R",0,"Z",0,"R",23,"R",88
186016,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",93,"R",0,"R",93,"R",9,"R",10,"R",81,"R",87,"Z",0,"R",93,"R",0,"Z",0,"R",81,"R",87
186034,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",611,"R",0,"R",611,"R",30,"R",5,"R",102,"R",17,"R",0,"R",611,"R",30,"R",98,"R",132,"R",22
186052,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",425,"R",3,"R",422,"R",90,"R",21,"R",287,"R",68,"Z",0,"R",422,"R",0,"Z",0,"R",287,"R",68
186131,"R",1285,"R",1,"R",1284,"R",1153,"R",90,"R",1257,"R",98,"Z",0,"R",1284,"R",1,"R",5,"R",1258,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186186,"R",17,"R",0,"R",17,"Z",0,"R",0,"R",2,"R",12,"Z",0,"R",17,"R",0,"Z",0,"R",2,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186201,"R",901,"R",1,"R",900,"R",534,"R",59,"R",648,"R",72,"R",0,"R",900,"R",9,"R",3,"R",657,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186274,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",0,"R",0,"R",8,"R",73,"Z",0,"R",11,"R",0,"Z",0,"R",8,"R",73
186283,"R",909,"R",0,"R",909,"R",532,"R",59,"R",613,"R",67,"R",0,"R",909,"R",3,"R",0,"R",616,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186371,"R",494,"R",0,"R",494,"R",166,"R",34,"R",319,"R",65,"R",0,"R",494,"R",11,"R",2,"R",330,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186380,"R",6184,"R",7,"R",6177,"R",3996,"R",65,"R",5169,"R",84,"R",0,"R",6177,"R",95,"R",30,"R",5264,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186399,"R",985,"R",1,"R",984,"R",398,"R",40,"R",679,"R",69,"R",0,"R",984,"R",33,"R",7,"R",712,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186432,"R",605,"R",0,"R",605,"R",285,"R",47,"R",360,"R",60,"R",0,"R",605,"R",6,"R",1,"R",366,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186469,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",170,"R",0,"R",170,"R",52,"R",31,"R",74,"R",44,"R",0,"R",170,"R",6,"R",4,"R",80,"R",47
186584,"R",1338,"R",0,"R",1338,"R",893,"R",67,"R",974,"R",73,"R",1,"R",1337,"R",8,"R",1,"R",982,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186593,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",3,"R",8,"R",24,"R",62,"Z",0,"R",39,"R",0,"Z",0,"R",24,"R",62
186618,"R",124,"R",0,"R",124,"R",58,"R",47,"R",66,"R",53,"R",0,"R",124,"R",1,"R",1,"R",67,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186645,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1287,"R",0,"R",1287,"R",151,"R",12,"R",348,"R",27,"R",0,"R",1287,"R",79,"R",106,"R",427,"R",33
186867,"R",622,"R",0,"R",622,"R",284,"R",46,"R",527,"R",85,"R",0,"R",622,"R",2,"R",0,"R",529,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186876,"R",1066,"R",4,"R",1062,"R",647,"R",61,"R",821,"R",77,"R",0,"R",1062,"R",14,"R",3,"R",835,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
186900,"R",18,"R",0,"R",18,"Z",0,"R",0,"R",1,"R",6,"R",0,"R",18,"R",1,"R",0,"R",2,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
187000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",39,"R",74,"R",39,"R",74,"Z",0,"R",53,"R",0,"Z",0,"R",39,"R",74
187134,"R",1404,"R",0,"R",1404,"R",1052,"R",75,"R",1204,"R",86,"R",0,"R",1404,"R",8,"R",0,"R",1212,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
187198,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1348,"R",1,"R",1347,"R",209,"R",16,"R",470,"R",35,"Z",0,"R",1347,"R",54,"R",117,"R",524,"R",39
187444,"R",1289,"R",0,"R",1289,"R",438,"R",34,"R",713,"R",55,"R",0,"R",1289,"R",37,"R",12,"R",750,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
