UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
166887, 3,"R",6452,"R",5392,"R",1038,"R",22
166887,11,"R",3900,"R",1647,"R",145,"R",2108
166911, 1,"R",408,"R",106,"R",267,"R",35
166911, 2,"R",408,"R",106,"R",267,"R",35
166911, 3,"R",354,"R",54,"R",265,"R",35
166911,11,"R",54,"R",52,"R",2,"R",0
166939, 1,"R",2303,"R",172,"R",2131,"R",0
166939, 2,"R",2114,"R",0,"R",2114,"R",0
166939, 3,"R",2110,"R",0,"R",2110,"R",0
166939,11,"R",4,"R",0,"R",4,"R",0
166939,12,"R",189,"R",172,"R",17,"R",0
166957, 1,"R",4343,"R",2318,"R",1670,"R",355
166957, 2,"R",4343,"R",2318,"R",1670,"R",355
166957, 3,"R",3598,"R",1888,"R",1459,"R",251
166957,11,"R",745,"R",430,"R",211,"R",104
167039, 1,"R",19,"A",,"A",,"R",19
167039, 2,"R",19,"A",,"A",,"R",19
167039, 3,"C",19,"A",,"A",,"C",19
167057, 1,"R",779,"R",279,"R",463,"R",37
167057, 2,"R",432,"R",194,"R",238,"R",0
167057, 3,"R",412,"R",189,"R",223,"R",0
167057,11,"R",20,"R",5,"R",15,"R",0
167057,12,"R",347,"R",85,"R",225,"R",37
167093, 1,"R",549,"A",,"A",,"R",549
167093,12,"R",549,"A",,"A",,"R",549
167215, 1,"R",908,"R",282,"R",625,"R",1
167215,12,"R",908,"R",282,"R",625,"R",1
167260, 1,"R",1832,"R",639,"R",1193,"R",0
167260, 2,"R",1476,"R",283,"R",1193,"R",0
167260, 3,"R",1365,"R",172,"R",1193,"R",0
167260,11,"R",111,"R",111,"Z",0,"R",0
167260,12,"R",356,"R",356,"Z",0,"R",0
167288, 1,"R",1765,"R",192,"R",1124,"R",449
167288, 2,"R",1419,"R",161,"R",983,"R",275
167288, 3,"R",1094,"R",36,"R",966,"R",92
167288,11,"R",325,"R",125,"R",17,"R",183
167288,12,"R",346,"R",31,"R",141,"R",174
167297, 1,"R",189,"A",,"A",,"R",189
167297, 2,"R",189,"A",,"A",,"R",189
167297, 3,"C",189,"A",,"A",,"C",189
167312, 1,"R",6919,"R",1301,"R",5618,"R",0
167312, 2,"R",6919,"R",1301,"R",5618,"R",0
167312, 3,"R",5301,"R",848,"R",4453,"R",0
167312,11,"R",1618,"R",453,"R",1165,"R",0
167358, 1,"R",31124,"R",884,"R",19533,"R",10707
167358, 2,"R",20307,"R",184,"R",15314,"R",4809
167358, 3,"R",20228,"R",169,"R",15299,"R",4760
167358,11,"R",79,"R",15,"R",15,"R",49
167358,12,"R",10817,"R",700,"R",4219,"R",5898
167376, 1,"R",6342,"R",5645,"R",625,"R",72
167376, 2,"R",6342,"R",5645,"R",625,"R",72
167376, 3,"R",4806,"R",4216,"R",537,"R",53
167376,11,"R",1536,"R",1429,"R",88,"R",19
167394, 1,"R",1561,"R",207,"R",784,"R",570
167394, 2,"R",1124,"R",118,"R",630,"R",376
167394, 3,"R",1108,"R",116,"R",626,"R",366
167394,11,"R",16,"R",2,"R",4,"R",10
167394,12,"R",437,"R",89,"R",154,"R",194
167455, 1,"R",249,"R",0,"R",249,"R",0
167455, 2,"R",220,"R",0,"R",220,"R",0
167455, 3,"R",174,"R",0,"R",174,"R",0
167455,11,"R",46,"R",0,"R",46,"R",0
167455,12,"R",29,"R",0,"R",29,"R",0
167464, 1,"R",55,"A",,"A",,"R",55
167464,12,"R",55,"A",,"A",,"R",55
167525, 1,"R",4956,"R",4174,"R",223,"R",559
167525, 2,"R",4956,"R",4174,"R",223,"R",559
167525, 3,"R",3563,"R",3211,"R",210,"R",142
167525,11,"R",1393,"R",963,"R",13,"R",417
167534, 1,"R",9370,"R",834,"R",3578,"R",4958
167534, 2,"R",9370,"R",834,"R",3578,"R",4958
167534, 3,"R",7474,"R",557,"R",3399,"R",3518
167534,11,"R",1896,"R",277,"R",179,"R",1440
167598, 1,"R",4742,"R",2819,"R",1475,"R",448
167598, 2,"R",1772,"R",427,"R",1142,"R",203
167598, 3,"R",1580,"R",330,"R",1113,"R",137
167598,11,"R",192,"R",97,"R",29,"R",66
167598,12,"R",2970,"R",2392,"R",333,"R",245
167631, 1,"R",1792,"R",1792,"R",0,"R",0
167631, 2,"R",1792,"R",1792,"R",0,"R",0
167631, 3,"R",1510,"R",1510,"R",0,"R",0
167631,11,"R",282,"R",282,"R",0,"R",0
167677, 1,"R",126,"A",,"A",,"R",126
167677, 2,"R",22,"A",,"A",,"R",22
167677, 3,"R",15,"A",,"A",,"R",15
167677,11,"R",7,"A",,"A",,"R",7
167677,12,"R",104,"A",,"A",,"R",104
167729, 1,"R",8742,"R",5376,"R",3186,"R",180
167729, 2,"R",6823,"R",4062,"R",2608,"R",153
167729, 3,"R",5897,"R",3248,"R",2578,"R",71
167729,11,"R",926,"R",814,"R",30,"R",82
167729,12,"R",1919,"R",1314,"R",578,"R",27
167783, 1,"R",7362,"R",6152,"R",1210,"R",0
167783, 2,"R",1812,"R",1593,"R",219,"R",0
167783, 3,"R",1796,"R",1582,"R",214,"R",0
167783,11,"R",16,"R",11,"R",5,"R",0
167783,12,"R",5550,"R",4559,"R",991,"R",0
167792, 1,"R",397,"R",72,"R",220,"R",105
167792, 2,"R",397,"R",72,"R",220,"R",105
167792, 3,"R",348,"R",53,"R",220,"R",75
167792,11,"R",49,"R",19,"Z",0,"R",30
167835, 1,"R",2979,"R",2672,"R",307,"R",0
167835, 2,"R",2380,"R",2314,"R",66,"R",0
167835, 3,"R",2380,"R",2314,"R",66,"R",0
167835,12,"R",599,"R",358,"R",241,"R",0
167871, 1,"R",190,"A",,"A",,"R",190
167871, 2,"R",190,"A",,"A",,"R",190
167871, 3,"R",190,"A",,"A",,"R",190
167899, 1,"R",3250,"R",7,"R",284,"R",2959
167899, 2,"R",2238,"R",1,"R",217,"R",2020
167899, 3,"R",2233,"R",1,"R",217,"R",2015
167899,11,"R",5,"R",0,"R",0,"R",5
167899,12,"R",1012,"R",6,"R",67,"R",939
167905, 1,"R",5743,"R",3732,"R",1663,"R",348
167905, 2,"R",5743,"R",3732,"R",1663,"R",348
167905, 3,"R",4681,"R",2953,"R",1536,"R",192
167905,11,"R",1062,"R",779,"R",127,"R",156
167987, 1,"R",9244,"R",6536,"R",2479,"R",229
167987, 2,"R",7088,"R",4903,"R",2142,"R",43
167987, 3,"R",6388,"R",4221,"R",2135,"R",32
167987,11,"R",700,"R",682,"R",7,"R",11
167987,12,"R",2156,"R",1633,"R",337,"R",186
167996, 1,"R",2574,"Z",0,"R",2404,"R",170
167996, 2,"R",2482,"Z",0,"R",2360,"R",122
167996, 3,"R",2469,"Z",0,"R",2348,"R",121
167996,11,"R",13,"Z",0,"R",12,"R",1
167996,12,"R",92,"Z",0,"R",44,"R",48
168005, 1,"R",7404,"R",2912,"R",2922,"R",1570
168005, 2,"R",4742,"R",1842,"R",2532,"R",368
168005, 3,"R",4742,"R",1842,"R",2532,"R",368
168005,12,"R",2662,"R",1070,"R",390,"R",1202
168032, 1,"R",43,"A",,"A",,"R",43
168032, 2,"R",43,"A",,"A",,"R",43
168032, 3,"C",43,"A",,"A",,"C",43
168148, 1,"R",13878,"R",4361,"R",8919,"R",598
168148, 2,"R",6770,"R",1140,"R",5613,"R",17
168148, 3,"R",6232,"R",620,"R",5596,"R",16
168148,11,"R",538,"R",520,"R",17,"R",1
168148,12,"R",7108,"R",3221,"R",3306,"R",581
168218, 1,"R",2405,"R",816,"R",1562,"R",27
168218, 2,"R",2405,"R",816,"R",1562,"R",27
168218, 3,"R",2367,"R",779,"R",1562,"R",26
168218,11,"R",38,"R",37,"R",0,"R",1
168227, 1,"R",5319,"R",1970,"R",3316,"R",33
168227, 2,"R",5129,"R",1860,"R",3236,"R",33
168227, 3,"R",4973,"R",1759,"R",3210,"R",4
168227,11,"R",156,"R",101,"R",26,"R",29
168227,12,"R",190,"R",110,"R",80,"R",0
168254, 1,"R",3951,"R",281,"R",2731,"R",939
168254, 2,"R",2702,"R",8,"R",2090,"R",604
168254, 3,"R",2677,"R",7,"R",2069,"R",601
168254,11,"R",25,"R",1,"R",21,"R",3
168254,12,"R",1249,"R",273,"R",641,"R",335
168263, 1,"R",6391,"R",3653,"R",2559,"R",179
168263, 2,"R",5239,"R",2716,"R",2448,"R",75
168263, 3,"R",4674,"R",2191,"R",2435,"R",48
168263,11,"R",565,"R",525,"R",13,"R",27
168263,12,"R",1152,"R",937,"R",111,"R",104
168281, 1,"R",1748,"R",383,"R",1229,"R",136
168281, 2,"R",1748,"R",383,"R",1229,"R",136
168281, 3,"R",1726,"R",366,"R",1228,"R",132
168281,11,"R",22,"R",17,"R",1,"R",4
168342, 1,"R",2115,"A",,"A",,"R",2115
168342, 2,"R",2090,"A",,"A",,"R",2090
168342, 3,"R",2043,"A",,"A",,"R",2043
168342,11,"R",47,"A",,"A",,"R",47
168342,12,"R",25,"A",,"A",,"R",25
168421, 1,"R",7876,"R",1838,"R",5638,"R",400
168421, 2,"R",5395,"R",462,"R",4783,"R",150
168421, 3,"R",4861,"R",30,"R",4716,"R",115
168421,11,"R",534,"R",432,"R",67,"R",35
168421,12,"R",2481,"R",1376,"R",855,"R",250
168430, 1,"R",7737,"R",1913,"R",4593,"R",1231
168430, 2,"R",5811,"R",1444,"R",4112,"R",255
168430, 3,"R",5038,"R",883,"R",4021,"R",134
168430,11,"R",773,"R",561,"R",91,"R",121
168430,12,"R",1926,"R",469,"R",481,"R",976
168528, 1,"R",1918,"R",55,"R",165,"R",1698
168528, 2,"R",1826,"R",0,"R",147,"R",1679
168528, 3,"R",1769,"R",0,"R",147,"R",1622
168528,11,"R",57,"R",0,"R",0,"R",57
168528,12,"R",92,"R",55,"R",18,"R",19
168546, 1,"R",1585,"R",52,"R",870,"R",663
168546, 2,"R",1585,"R",52,"R",870,"R",663
168546, 3,"R",1540,"R",43,"R",855,"R",642
168546,11,"R",45,"R",9,"R",15,"R",21
168555, 1,"R",34,"A",,"A",,"R",34
168555, 2,"R",34,"A",,"A",,"R",34
168555, 3,"C",34,"A",,"A",,"C",34
168573, 1,"R",1307,"A",,"A",,"R",1307
168573, 2,"R",1307,"A",,"A",,"R",1307
168573, 3,"C",1307,"A",,"A",,"C",1307
168591, 1,"R",1484,"R",21,"R",1122,"R",341
168591, 2,"R",1484,"R",21,"R",1122,"R",341
168591, 3,"R",1451,"R",17,"R",1119,"R",315
168591,11,"R",33,"R",4,"R",3,"R",26
168607, 1,"R",2335,"R",251,"R",790,"R",1294
168607, 2,"R",2335,"R",251,"R",790,"R",1294
168607, 3,"R",1077,"R",155,"R",472,"R",450
168607,11,"R",1258,"R",96,"R",318,"R",844
168740, 1,"R",4117,"R",1042,"R",1066,"R",2009
168740, 2,"R",1883,"R",572,"R",679,"R",632
168740, 3,"R",1474,"R",236,"R",672,"R",566
168740,11,"R",409,"R",336,"R",7,"R",66
168740,12,"R",2234,"R",470,"R",387,"R",1377
168786, 1,"R",1686,"R",61,"R",1213,"R",412
168786, 2,"R",1493,"R",40,"R",1137,"R",316
168786, 3,"R",1335,"R",34,"R",1133,"R",168
168786,11,"R",158,"R",6,"R",4,"R",148
168786,12,"R",193,"R",21,"R",76,"R",96
168847, 1,"R",7330,"R",3683,"R",2122,"R",1525
168847, 2,"R",6898,"R",3303,"R",2075,"R",1520
168847, 3,"R",5944,"R",2978,"R",1839,"R",1127
168847,11,"R",954,"R",325,"R",236,"R",393
168847,12,"R",432,"R",380,"R",47,"R",5
168883, 1,"R",2429,"R",791,"R",1164,"R",474
168883, 2,"R",2429,"R",791,"R",1164,"R",474
168883, 3,"R",1554,"R",381,"R",947,"R",226
168883,11,"R",875,"R",410,"R",217,"R",248
168892, 1,"R",106,"A",,"A",,"R",106
168892, 2,"R",106,"A",,"A",,"R",106
168892, 3,"C",106,"A",,"A",,"C",106
169080, 1,"R",3799,"R",219,"R",2099,"R",1481
169080, 2,"R",3570,"R",128,"R",2011,"R",1431
169080, 3,"R",3207,"R",34,"R",1984,"R",1189
169080,11,"R",363,"R",94,"R",27,"R",242
169080,12,"R",229,"R",91,"R",88,"R",50
169099, 1,"R",325,"R",132,"R",12,"R",181
169099,12,"R",325,"R",132,"R",12,"R",181
169187, 1,"R",160,"A",,"A",,"R",160
169187, 2,"R",160,"A",,"A",,"R",160
169187, 3,"C",160,"A",,"A",,"C",160
169220, 1,"R",268,"A",,"A",,"R",268
169220,12,"R",268,"A",,"A",,"R",268
169248, 1,"R",20057,"R",5418,"R",3784,"R",10855
169248, 2,"R",14245,"R",1979,"R",3493,"R",8773
169248, 3,"R",13999,"R",1846,"R",3483,"R",8670
169248,11,"R",246,"R",133,"R",10,"R",103
169248,12,"R",5812,"R",3439,"R",291,"R",2082
169275, 1,"R",7479,"R",6365,"R",830,"R",284
169275, 2,"R",7479,"R",6365,"R",830,"R",284
169275, 3,"R",5922,"R",5044,"R",646,"R",232
169275,11,"R",1557,"R",1321,"R",184,"R",52
169284, 1,"R",400,"A",,"A",,"R",400
169284, 2,"R",400,"A",,"A",,"R",400
169284, 3,"C",400,"A",,"A",,"C",400
169327, 1,"R",851,"R",476,"R",372,"R",3
169327, 2,"R",660,"R",313,"R",347,"R",0
169327, 3,"R",660,"R",313,"R",347,"R",0
169327,12,"R",191,"R",163,"R",25,"R",3
169363, 1,"R",1350,"R",147,"R",0,"R",1203
169363, 2,"R",1115,"R",0,"R",0,"R",1115
169363, 3,"R",1115,"R",0,"R",0,"R",1115
169363,12,"R",235,"R",147,"Z",0,"R",88
169424, 1,"R",126,"A",,"A",,"R",126
169424,12,"R",126,"A",,"A",,"R",126
169442, 1,"R",1549,"R",172,"R",1291,"R",86
169442, 2,"R",1499,"R",161,"R",1252,"R",86
169442, 3,"R",1429,"R",121,"R",1242,"R",66
169442,11,"R",70,"R",40,"R",10,"R",20
169442,12,"R",50,"R",11,"R",39,"R",0
169479, 1,"R",7426,"R",4260,"R",2776,"R",390
169479, 2,"R",5999,"R",3081,"R",2570,"R",348
169479, 3,"R",5154,"R",2706,"R",2413,"R",35
169479,11,"R",845,"R",375,"R",157,"R",313
169479,12,"R",1427,"R",1179,"R",206,"R",42
169503, 1,"R",367,"A",,"A",,"R",367
169503, 2,"R",367,"A",,"A",,"R",367
169503, 3,"C",367,"A",,"A",,"C",367
169521, 1,"R",9738,"R",4959,"R",4035,"R",744
169521, 2,"R",9738,"R",4959,"R",4035,"R",744
169521, 3,"R",8056,"R",3654,"R",3760,"R",642
169521,11,"R",1682,"R",1305,"R",275,"R",102
169576, 1,"R",127,"A",,"A",,"R",127
169576, 2,"R",127,"A",,"A",,"R",127
169576, 3,"C",127,"A",,"A",,"C",127
169655, 1,"R",2304,"Z",0,"R",372,"R",1932
169655, 2,"R",2304,"Z",0,"R",372,"R",1932
169655, 3,"R",2304,"Z",0,"R",372,"R",1932
169716, 1,"R",5519,"R",172,"R",5119,"R",228
169716, 2,"R",2977,"R",0,"R",2832,"R",145
169716, 3,"R",2585,"R",0,"R",2541,"R",44
169716,11,"R",392,"R",0,"R",291,"R",101
169716,12,"R",2542,"R",172,"R",2287,"R",83
169761, 1,"R",1034,"A",,"A",,"R",1034
169761, 2,"R",1034,"A",,"A",,"R",1034
169761, 3,"C",1034,"A",,"A",,"C",1034
169798, 1,"R",19451,"R",11290,"R",7653,"R",508
169798, 2,"R",16093,"R",9216,"R",6500,"R",377
169798, 3,"R",11356,"R",6126,"R",5060,"R",170
169798,11,"R",4737,"R",3090,"R",1440,"R",207
169798,12,"R",3358,"R",2074,"R",1153,"R",131
169813, 1,"R",61,"A",,"A",,"R",61
169813, 2,"R",61,"A",,"A",,"R",61
169813, 3,"C",61,"A",,"A",,"C",61
169910, 1,"R",13171,"R",3595,"R",7026,"R",2550
169910, 2,"R",11729,"R",3192,"R",6867,"R",1670
169910, 3,"R",10769,"R",2817,"R",6842,"R",1110
169910,11,"R",960,"R",375,"R",25,"R",560
169910,12,"R",1442,"R",403,"R",159,"R",880
169974, 1,"R",1506,"R",329,"R",587,"R",590
169974, 2,"R",1506,"R",329,"R",587,"R",590
169974, 3,"R",794,"R",278,"R",321,"R",195
169974,11,"R",712,"R",51,"R",266,"R",395
169983, 1,"R",2435,"R",493,"R",10,"R",1932
169983, 2,"R",1877,"R",13,"R",10,"R",1854
169983, 3,"R",1811,"R",13,"R",10,"R",1788
169983,11,"R",66,"R",0,"R",0,"R",66
169983,12,"R",558,"R",480,"R",0,"R",78
169992, 1,"R",1375,"R",279,"R",366,"R",730
169992, 2,"R",1375,"R",279,"R",366,"R",730
169992, 3,"R",1019,"R",167,"R",321,"R",531
169992,11,"R",356,"R",112,"R",45,"R",199
170000, 1,"R",1610,"R",1036,"R",14,"R",560
170000, 2,"R",1532,"R",959,"R",13,"R",560
170000, 3,"R",1248,"R",959,"R",13,"R",276
170000,11,"R",284,"R",0,"R",0,"R",284
170000,12,"R",78,"R",77,"R",1,"R",0
170037, 1,"R",2499,"R",790,"R",525,"R",1184
170037, 2,"R",1821,"R",379,"R",390,"R",1052
170037, 3,"R",1779,"R",355,"R",385,"R",1039
170037,11,"R",42,"R",24,"R",5,"R",13
170037,12,"R",678,"R",411,"R",135,"R",132
170055, 1,"R",18142,"R",10859,"R",6781,"R",502
170055, 2,"R",18142,"R",10859,"R",6781,"R",502
170055, 3,"R",13523,"R",7669,"R",5632,"R",222
170055,11,"R",4619,"R",3190,"R",1149,"R",280
170082, 1,"R",26320,"R",3998,"R",21450,"R",872
170082, 2,"R",22429,"R",2766,"R",19166,"R",497
170082, 3,"R",22135,"R",2609,"R",19070,"R",456
170082,11,"R",294,"R",157,"R",96,"R",41
170082,12,"R",3891,"R",1232,"R",2284,"R",375
170091, 1,"R",210,"R",25,"R",0,"R",185
170091, 2,"R",210,"R",25,"R",0,"R",185
170091, 3,"R",210,"R",25,"R",0,"R",185
170240, 1,"R",16811,"R",13107,"R",3058,"R",646
170240, 2,"R",16811,"R",13107,"R",3058,"R",646
170240, 3,"R",13245,"R",9990,"R",2750,"R",505
170240,11,"R",3566,"R",3117,"R",308,"R",141
170286, 1,"R",1601,"A",,"A",,"R",1601
170286, 2,"R",1514,"A",,"A",,"R",1514
170286, 3,"R",1479,"A",,"A",,"R",1479
170286,11,"R",35,"A",,"A",,"R",35
170286,12,"R",87,"A",,"A",,"R",87
170301, 1,"R",3107,"R",334,"R",2708,"R",65
170301, 2,"R",3107,"R",334,"R",2708,"R",65
170301, 3,"R",2993,"R",220,"R",2708,"R",65
170301,11,"R",114,"R",114,"Z",0,"R",0
170444, 1,"R",5559,"R",5050,"R",389,"R",120
170444, 2,"R",5559,"R",5050,"R",389,"R",120
170444, 3,"R",3981,"R",3544,"R",358,"R",79
170444,11,"R",1578,"R",1506,"R",31,"R",41
170532, 1,"R",1483,"R",543,"R",940,"R",0
170532, 2,"R",1483,"R",543,"R",940,"R",0
170532, 3,"R",1470,"R",542,"R",928,"R",0
170532,11,"R",13,"R",1,"R",12,"R",0
170541, 1,"R",10128,"R",5021,"R",3823,"R",1284
170541, 2,"R",10128,"R",5021,"R",3823,"R",1284
170541, 3,"R",7518,"R",3513,"R",3141,"R",864
170541,11,"R",2610,"R",1508,"R",682,"R",420
170550, 1,"R",5335,"R",1035,"R",3048,"R",1252
170550, 2,"R",5335,"R",1035,"R",3048,"R",1252
170550, 3,"R",3765,"R",766,"R",2186,"R",813
170550,11,"R",1570,"R",269,"R",862,"R",439
170587, 1,"R",1982,"R",62,"R",1129,"R",791
170587, 2,"R",1982,"R",62,"R",1129,"R",791
170587, 3,"R",1278,"R",58,"R",861,"R",359
170587,11,"R",704,"R",4,"R",268,"R",432
170611, 1,"R",97,"A",,"A",,"R",97
170611, 2,"R",97,"A",,"A",,"R",97
170611, 3,"C",97,"A",,"A",,"C",97
170620, 1,"R",4377,"R",419,"R",3112,"R",846
170620, 2,"R",4377,"R",419,"R",3112,"R",846
170620, 3,"R",3594,"R",161,"R",2591,"R",842
170620,11,"R",783,"R",258,"R",521,"R",4
170639, 1,"R",2120,"R",114,"R",1422,"R",584
170639, 2,"R",2115,"R",109,"R",1422,"R",584
170639, 3,"R",1778,"R",78,"R",1332,"R",368
170639,11,"R",337,"R",31,"R",90,"R",216
170639,12,"R",5,"R",5,"Z",0,"R",0
170657, 1,"R",14739,"R",12420,"R",1508,"R",811
170657, 2,"R",14739,"R",12420,"R",1508,"R",811
170657, 3,"R",12131,"R",10092,"R",1313,"R",726
170657,11,"R",2608,"R",2328,"R",195,"R",85
170675, 1,"R",3359,"R",878,"R",664,"R",1817
170675, 2,"R",2542,"R",154,"R",615,"R",1773
170675, 3,"R",2009,"R",113,"R",611,"R",1285
170675,11,"R",533,"R",41,"R",4,"R",488
170675,12,"R",817,"R",724,"R",49,"R",44
170736, 1,"R",35,"A",,"A",,"R",35
170736, 2,"R",35,"A",,"A",,"R",35
170736, 3,"C",35,"A",,"A",,"C",35
170790, 1,"R",24180,"R",10809,"R",10800,"R",2571
170790, 2,"R",24180,"R",10809,"R",10800,"R",2571
170790, 3,"R",20780,"R",8526,"R",9953,"R",2301
170790,11,"R",3400,"R",2283,"R",847,"R",270
170806, 1,"R",3388,"R",822,"R",2082,"R",484
170806, 2,"R",2599,"R",634,"R",1768,"R",197
170806, 3,"R",2489,"R",610,"R",1761,"R",118
170806,11,"R",110,"R",24,"R",7,"R",79
170806,12,"R",789,"R",188,"R",314,"R",287
170967, 1,"R",1354,"R",411,"R",755,"R",188
170967, 2,"R",1311,"R",411,"R",712,"R",188
170967, 3,"R",1025,"R",309,"R",656,"R",60
170967,11,"R",286,"R",102,"R",56,"R",128
170967,12,"R",43,"Z",0,"R",43,"R",0
170976, 1,"R",50002,"R",14954,"R",32002,"R",3046
170976, 2,"R",32474,"R",11383,"R",21046,"R",45
170976, 3,"R",32242,"R",11219,"R",20991,"R",32
170976,11,"R",232,"R",164,"R",55,"R",13
170976,12,"R",17528,"R",3571,"R",10956,"R",3001
171012, 1,"R",212,"A",,"A",,"R",212
171012, 2,"R",212,"A",,"A",,"R",212
171012, 3,"C",212,"A",,"A",,"C",212
171100, 1,"R",54245,"R",37813,"R",16432,"R",0
171100, 2,"R",41314,"R",33420,"R",7894,"R",0
171100, 3,"R",40956,"R",33248,"R",7708,"R",0
171100,11,"R",358,"R",172,"R",186,"R",0
171100,12,"R",12931,"R",4393,"R",8538,"R",0
171128, 1,"R",7241,"R",389,"R",3221,"R",3631
171128, 2,"R",5867,"R",99,"R",3060,"R",2708
171128, 3,"R",5730,"R",51,"R",3049,"R",2630
171128,11,"R",137,"R",48,"R",11,"R",78
171128,12,"R",1374,"R",290,"R",161,"R",923
171137, 1,"R",10105,"R",6026,"R",3960,"R",119
171137, 2,"R",7490,"R",4246,"R",3206,"R",38
171137, 3,"R",7131,"R",3908,"R",3188,"R",35
171137,11,"R",359,"R",338,"R",18,"R",3
171137,12,"R",2615,"R",1780,"R",754,"R",81
171146, 1,"R",8032,"R",2494,"R",5062,"R",476
171146, 2,"R",6288,"R",1623,"R",4343,"R",322
171146, 3,"R",5493,"R",1520,"R",3713,"R",260
171146,11,"R",795,"R",103,"R",630,"R",62
171146,12,"R",1744,"R",871,"R",719,"R",154
171155, 1,"R",3983,"R",1469,"R",2083,"R",431
171155, 2,"R",3983,"R",1469,"R",2083,"R",431
171155, 3,"R",2551,"R",802,"R",1457,"R",292
171155,11,"R",1432,"R",667,"R",626,"R",139
171225, 1,"R",3259,"R",1637,"R",1154,"R",468
171225, 2,"R",3259,"R",1637,"R",1154,"R",468
171225, 3,"R",2114,"R",1136,"R",774,"R",204
171225,11,"R",1145,"R",501,"R",380,"R",264
171234, 1,"R",1868,"R",333,"R",883,"R",652
171234, 2,"R",1868,"R",333,"R",883,"R",652
171234, 3,"R",1346,"R",154,"R",731,"R",461
171234,11,"R",522,"R",179,"R",152,"R",191
171304, 1,"R",5128,"R",3254,"R",1404,"R",470
171304, 2,"R",5128,"R",3254,"R",1404,"R",470
171304, 3,"R",3688,"R",2296,"R",1228,"R",164
171304,11,"R",1440,"R",958,"R",176,"R",306
171395, 1,"R",2347,"R",470,"R",920,"R",957
171395, 2,"R",2347,"R",470,"R",920,"R",957
171395, 3,"R",1331,"R",311,"R",652,"R",368
171395,11,"R",1016,"R",159,"R",268,"R",589
171456, 1,"R",8365,"R",1280,"R",5790,"R",1295
171456, 2,"R",7525,"R",832,"R",5543,"R",1150
171456, 3,"R",7357,"R",753,"R",5479,"R",1125
171456,11,"R",168,"R",79,"R",64,"R",25
171456,12,"R",840,"R",448,"R",247,"R",145
171483, 1,"R",4152,"R",1694,"R",1814,"R",644
171483, 2,"R",4152,"R",1694,"R",1814,"R",644
171483, 3,"R",3557,"R",1300,"R",1698,"R",559
171483,11,"R",595,"R",394,"R",116,"R",85
171492, 1,"R",3123,"R",1618,"R",1168,"R",337
171492, 2,"R",2692,"R",1274,"R",1081,"R",337
171492, 3,"R",2648,"R",1258,"R",1070,"R",320
171492,11,"R",44,"R",16,"R",11,"R",17
171492,12,"R",431,"R",344,"R",87,"R",0
171535, 1,"R",23708,"R",1702,"R",5671,"R",16335
171535, 2,"R",23708,"R",1702,"R",5671,"R",16335
171535, 3,"R",18257,"R",1240,"R",5050,"R",11967
171535,11,"R",5451,"R",462,"R",621,"R",4368
171571, 1,"R",21329,"R",9101,"R",11206,"R",1022
171571, 2,"R",17235,"R",6999,"R",9847,"R",389
171571, 3,"R",16303,"R",6399,"R",9608,"R",296
171571,11,"R",932,"R",600,"R",239,"R",93
171571,12,"R",4094,"R",2102,"R",1359,"R",633
171599, 1,"R",1131,"R",100,"R",768,"R",263
171599, 2,"R",1053,"R",36,"R",768,"R",249
171599, 3,"R",1001,"R",36,"R",768,"R",197
171599,11,"R",52,"R",0,"R",0,"R",52
171599,12,"R",78,"R",64,"R",0,"R",14
171775, 1,"R",85,"A",,"A",,"R",85
171775, 2,"R",85,"A",,"A",,"R",85
171775, 3,"C",85,"A",,"A",,"C",85
171881, 1,"R",160,"R",0,"R",3,"R",157
171881, 2,"R",140,"Z",0,"R",3,"R",137
171881, 3,"R",112,"Z",0,"R",3,"R",109
171881,11,"R",28,"A",,"A",,"R",28
171881,12,"R",20,"A",,"A",,"R",20
171988, 1,"R",167,"R",0,"R",108,"R",59
171988, 2,"R",167,"R",0,"R",108,"R",59
171988, 3,"C",167,"C",0,"C",108,"C",59
171997, 1,"R",277,"R",0,"R",128,"R",149
171997, 2,"R",277,"R",0,"R",128,"R",149
171997, 3,"C",277,"C",0,"C",128,"C",149
172015, 1,"R",294,"R",0,"R",142,"R",152
172015, 2,"R",294,"R",0,"R",142,"R",152
172015, 3,"C",294,"C",0,"C",142,"C",152
172033, 1,"R",509,"R",123,"R",247,"R",139
172033, 2,"R",333,"R",63,"R",142,"R",128
172033, 3,"R",308,"R",56,"R",130,"R",122
172033,11,"R",25,"R",7,"R",12,"R",6
172033,12,"R",176,"R",60,"R",105,"R",11
172051, 1,"R",8827,"R",1071,"R",6738,"R",1018
172051, 2,"R",7830,"R",681,"R",6249,"R",900
172051, 3,"R",7368,"R",483,"R",6069,"R",816
172051,11,"R",462,"R",198,"R",180,"R",84
172051,12,"R",997,"R",390,"R",489,"R",118
172200, 1,"R",13994,"R",3846,"R",5288,"R",4860
172200, 2,"R",13994,"R",3846,"R",5288,"R",4860
172200, 3,"R",10859,"R",2338,"R",4784,"R",3737
172200,11,"R",3135,"R",1508,"R",504,"R",1123
172264, 1,"R",2528,"R",1090,"R",943,"R",495
172264, 2,"R",2287,"R",931,"R",909,"R",447
172264, 3,"R",2143,"R",910,"R",893,"R",340
172264,11,"R",144,"R",21,"R",16,"R",107
