UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
444282,99, 99,"R",31,"R",10
444291,24, 24,"R",31,"R",16
444291,58,999,"R",31,"R",16
444291,99, 99,"R",31,"R",16
444307,42, 42,"R",37,"R",17
444307,58,999,"R",37,"R",17
444307,99, 99,"R",37,"R",17
444486,37, 37,"R",41,"R",23
444486,45, 45,"R",7,"R",2
444486,54, 54,"R",1,"R",1
444486,58,999,"R",49,"R",26
444486,99, 99,"R",49,"R",26
444787, 2,  2,"R",9,"R",0
444787, 6,  6,"R",6,"R",3
444787, 8,  8,"R",9,"R",2
444787,16, 16,"R",10,"R",4
444787,17, 17,"R",1,"R",0
444787,20, 20,"R",1,"R",0
444787,24, 24,"R",1,"R",0
444787,26, 26,"R",1,"R",0
444787,32, 32,"R",10,"R",1
444787,37, 37,"R",1,"R",0
444787,41, 41,"R",1,"R",0
444787,42, 42,"R",3,"R",0
444787,49, 49,"R",7,"R",2
444787,53, 53,"R",1,"R",0
444787,56, 56,"R",1,"R",1
444787,58,999,"R",62,"R",13
444787,99, 99,"R",62,"R",13
444954,21, 21,"R",9,"R",2
444954,39, 39,"R",23,"R",8
444954,48, 48,"R",1,"R",1
444954,54, 54,"R",231,"R",119
444954,58,999,"R",264,"R",130
444954,99, 99,"R",264,"R",130
445027, 1,  1,"R",53,"R",0
445027, 2,  2,"R",4,"R",0
445027, 4,  4,"R",38,"R",3
445027, 5,  5,"R",42,"R",4
445027, 6,  6,"R",49,"R",2
445027, 8,  8,"R",20,"R",1
445027, 9,  9,"R",15,"R",2
445027,10, 10,"R",7,"R",1
445027,11, 11,"R",8,"R",0
445027,12, 12,"R",69,"R",4
445027,15, 15,"R",8,"R",1
445027,16, 16,"R",8,"R",1
445027,17, 17,"R",57,"R",6
445027,18, 18,"R",44,"R",6
445027,19, 19,"R",15,"R",0
445027,20, 20,"R",17,"R",0
445027,21, 21,"R",41,"R",4
445027,22, 22,"R",53,"R",2
445027,23, 23,"R",4,"R",0
445027,24, 24,"R",10,"R",0
445027,26, 26,"R",52,"R",2
445027,27, 27,"R",11,"R",2
445027,28, 28,"R",45,"R",3
445027,29, 29,"R",46,"R",7
445027,30, 30,"R",4,"R",1
445027,31, 31,"R",4,"R",0
445027,32, 32,"R",26,"R",7
445027,33, 33,"R",7,"R",0
445027,34, 34,"R",5,"R",1
445027,35, 35,"R",25,"R",2
445027,37, 37,"R",87,"R",6
445027,39, 39,"R",65,"R",3
445027,40, 40,"R",35,"R",4
445027,41, 41,"R",14,"R",1
445027,42, 42,"R",57,"R",4
445027,44, 44,"R",3,"R",1
445027,45, 45,"R",54,"R",7
445027,46, 46,"R",3,"R",0
445027,47, 47,"R",54,"R",4
445027,48, 48,"R",251,"R",12
445027,49, 49,"R",7,"R",1
445027,51, 51,"R",39,"R",3
445027,53, 53,"R",23,"R",0
445027,54, 54,"R",9,"R",0
445027,55, 55,"R",24,"R",2
445027,56, 56,"R",2,"R",0
445027,57, 57,"R",1,"R",1
445027,58,999,"R",1515,"R",111
445027,66, 66,"R",1,"R",0
445027,89,999,"R",1,"R",0
445027,90, 90,"R",1,"R",0
445027,98, 98,"R",6,"A",
445027,99, 99,"R",1523,"R",111
445133,48, 48,"R",15,"R",2
445133,58,999,"R",15,"R",2
445133,90, 90,"R",2,"R",0
445133,99, 99,"R",17,"R",2
445188, 2,  2,"R",1,"R",1
445188, 6,  6,"R",2397,"R",2382
445188,16, 16,"R",1,"R",1
445188,29, 29,"R",1,"R",1
445188,48, 48,"R",1,"R",1
445188,58,999,"R",2401,"R",2386
445188,90, 90,"R",9,"R",8
445188,99, 99,"R",2410,"R",2394
445203,48, 48,"R",80,"R",15
445203,58,999,"R",80,"R",15
445203,99, 99,"R",80,"R",15
445212,12, 12,"R",15,"R",10
445212,42, 42,"R",1,"R",1
445212,58,999,"R",16,"R",11
445212,99, 99,"R",16,"R",11
445249,21, 21,"R",2,"Z",0
445249,28, 28,"R",1,"Z",0
445249,47, 47,"R",54,"R",1
445249,58,999,"R",57,"R",1
445249,98, 98,"R",12,"A",
445249,99, 99,"R",69,"R",1
445267,29, 29,"R",4,"R",1
445267,58,999,"R",4,"R",1
445267,99, 99,"R",4,"R",1
445708, 1,  1,"R",6,"R",6
445708, 5,  5,"R",2,"R",2
445708, 6,  6,"R",3,"R",3
445708, 8,  8,"R",4,"R",3
445708, 9,  9,"R",7,"R",6
445708,10, 10,"R",7,"R",6
445708,11, 11,"R",2,"R",2
445708,12, 12,"R",33,"R",26
445708,13, 13,"R",18,"R",16
445708,15, 15,"R",1,"R",1
445708,17, 17,"R",5,"R",4
445708,18, 18,"R",4,"R",2
445708,19, 19,"R",2,"R",2
445708,20, 20,"R",5,"R",2
445708,21, 21,"R",1,"R",1
445708,22, 22,"R",1,"R",1
445708,24, 24,"R",11,"R",11
445708,25, 25,"R",1,"R",0
445708,26, 26,"R",2,"R",1
445708,27, 27,"R",1,"R",1
445708,29, 29,"R",3,"R",3
445708,32, 32,"R",3,"R",2
445708,33, 33,"R",1,"R",1
445708,34, 34,"R",11,"R",10
445708,35, 35,"R",1,"R",1
445708,36, 36,"R",15,"R",15
445708,37, 37,"R",133,"R",110
445708,39, 39,"R",7,"R",7
445708,40, 40,"R",1,"R",1
445708,42, 42,"R",11,"R",10
445708,44, 44,"R",3,"R",2
445708,45, 45,"R",47,"R",43
445708,46, 46,"R",1,"R",0
445708,47, 47,"R",2,"R",1
445708,48, 48,"R",10,"R",9
445708,49, 49,"R",1,"R",1
445708,51, 51,"R",48,"R",45
445708,54, 54,"R",1,"R",1
445708,55, 55,"R",3,"R",3
445708,58,999,"R",418,"R",361
445708,72, 72,"R",1,"R",1
445708,89,999,"R",1,"R",1
445708,98, 98,"R",2,"A",
445708,99, 99,"R",421,"R",362
445911, 9,  9,"R",198,"R",38
445911,25, 25,"R",1,"R",1
445911,36, 36,"R",2,"R",0
445911,51, 51,"R",1,"R",0
445911,58,999,"R",202,"R",39
445911,99, 99,"R",202,"R",39
446233, 1,  1,"R",1,"R",0
446233, 5,  5,"R",9,"R",8
446233,20, 20,"R",1,"R",1
446233,29, 29,"R",3,"R",3
446233,34, 34,"R",2,"R",2
446233,40, 40,"R",6,"R",6
446233,48, 48,"R",2,"R",2
446233,58,999,"R",24,"R",22
446233,90, 90,"R",1,"R",1
446233,99, 99,"R",25,"R",23
446288,26, 26,"R",2,"R",2
446288,58,999,"R",2,"R",2
446288,99, 99,"R",2,"R",2
446774,24, 24,"R",9,"R",7
446774,42, 42,"R",2,"R",0
446774,51, 51,"R",6,"R",3
446774,54, 54,"R",276,"R",183
446774,58,999,"R",293,"R",193
446774,99, 99,"R",293,"R",193
447148, 4,  4,"R",55,"R",33
447148,39, 39,"R",1,"R",0
447148,58,999,"R",56,"R",33
447148,99, 99,"R",56,"R",33
447166, 8,  8,"R",33,"R",11
447166,58,999,"R",33,"R",11
447166,99, 99,"R",33,"R",11
447175, 8,  8,"R",38,"R",11
447175,58,999,"R",38,"R",11
447175,99, 99,"R",38,"R",11
447689, 1,  1,"R",4,"R",3
447689, 4,  4,"R",1,"R",0
447689, 6,  6,"R",4,"R",4
447689,12, 12,"R",5,"R",4
447689,13, 13,"R",2145,"R",1681
447689,15, 15,"R",1,"R",1
447689,17, 17,"R",1,"R",1
447689,21, 21,"R",1,"R",1
447689,22, 22,"R",2,"R",1
447689,34, 34,"R",6,"R",6
447689,36, 36,"R",3,"R",3
447689,38, 38,"R",1,"R",1
447689,39, 39,"R",1,"R",1
447689,45, 45,"R",2,"R",2
447689,47, 47,"R",3,"R",3
447689,48, 48,"R",3,"R",3
447689,51, 51,"R",1,"R",1
447689,53, 53,"R",1,"R",1
447689,55, 55,"R",1,"R",1
447689,58,999,"R",2186,"R",1718
447689,90, 90,"R",9,"R",5
447689,99, 99,"R",2195,"R",1723
448594, 6,  6,"R",465,"R",298
448594,57, 57,"R",13,"R",6
448594,58,999,"R",478,"R",304
448594,90, 90,"R",5,"R",2
448594,99, 99,"R",483,"R",306
448673,17, 17,"R",121,"R",23
448673,18, 18,"R",2,"R",1
448673,55, 55,"R",4,"Z",0
448673,58,999,"R",127,"R",24
448673,99, 99,"R",127,"R",24
448798,55, 55,"R",73,"R",17
448798,58,999,"R",73,"R",17
448798,99, 99,"R",73,"R",17
449320,36, 36,"R",202,"R",25
449320,58,999,"R",202,"R",25
449320,99, 99,"R",202,"R",25
449959, 5,  5,"R",1,"R",1
449959,12, 12,"R",22,"R",7
449959,13, 13,"R",1,"Z",0
449959,21, 21,"R",1,"Z",0
449959,42, 42,"R",1,"Z",0
449959,58,999,"R",26,"R",8
449959,99, 99,"R",26,"R",8
449968, 6,  6,"R",27,"R",6
449968,41, 41,"R",1,"Z",0
449968,58,999,"R",28,"R",6
449968,99, 99,"R",28,"R",6
449977,26, 26,"R",29,"R",12
449977,58,999,"R",29,"R",12
449977,99, 99,"R",29,"R",12
449986, 6,  6,"R",14,"R",4
449986,58,999,"R",14,"R",4
449986,99, 99,"R",14,"R",4
449995,24, 24,"R",1,"Z",0
449995,51, 51,"R",4,"Z",0
449995,58,999,"R",5,"Z",0
449995,99, 99,"R",5,"Z",0
450571,55, 55,"R",31,"R",4
450571,58,999,"R",31,"R",4
450571,99, 99,"R",31,"R",4
450599,51, 51,"R",22,"R",14
450599,58,999,"R",22,"R",14
450599,99, 99,"R",22,"R",14
450605,42, 42,"R",22,"R",11
450605,58,999,"R",22,"R",11
450605,99, 99,"R",22,"R",11
450614,37, 37,"R",32,"R",15
450614,45, 45,"R",1,"R",0
450614,58,999,"R",33,"R",15
450614,99, 99,"R",33,"R",15
450720, 6,  6,"R",1,"R",0
450720,31, 31,"R",1,"R",0
450720,32, 32,"R",213,"R",21
450720,58,999,"R",215,"R",21
450720,99, 99,"R",215,"R",21
451121,12, 12,"R",7,"R",2
451121,58,999,"R",7,"R",2
451121,99, 99,"R",7,"R",2
451565,36, 36,"R",1,"Z",0
451565,48, 48,"R",32,"R",7
451565,58,999,"R",33,"R",7
451565,99, 99,"R",33,"R",7
451583, 2,  2,"R",1,"R",0
451583, 4,  4,"R",7,"R",5
451583, 6,  6,"R",1,"R",0
451583,15, 15,"R",1,"R",0
451583,30, 30,"R",1,"R",0
451583,32, 32,"R",6,"R",5
451583,38, 38,"R",1,"R",1
451583,41, 41,"R",1,"R",1
451583,49, 49,"R",104,"R",44
451583,56, 56,"R",1,"R",1
451583,58,999,"R",124,"R",57
451583,99, 99,"R",124,"R",57
451714,12, 12,"R",1,"R",1
451714,48, 48,"R",27,"R",7
451714,58,999,"R",28,"R",8
451714,99, 99,"R",28,"R",8
451750,12, 12,"R",1,"R",1
451750,15, 15,"R",1,"R",1
451750,17, 17,"R",4,"R",4
451750,18, 18,"R",1,"R",1
451750,27, 27,"R",1,"R",1
451750,29, 29,"R",1,"R",1
451750,37, 37,"R",1,"R",1
451750,55, 55,"R",126,"R",83
451750,58,999,"R",136,"R",93
451750,72, 72,"R",1,"R",1
451750,89,999,"R",1,"R",1
451750,99, 99,"R",137,"R",94
451857,48, 48,"R",23,"R",2
451857,58,999,"R",23,"R",2
451857,99, 99,"R",23,"R",2
451866,22, 22,"R",110,"R",3
451866,48, 48,"R",1,"Z",0
451866,58,999,"R",111,"R",3
451866,98, 98,"R",9,"A",
451866,99, 99,"R",120,"R",3
451918,37, 37,"R",1,"Z",0
451918,47, 47,"R",23,"R",10
451918,58,999,"R",24,"R",10
451918,99, 99,"R",24,"R",10
452009,38, 38,"R",17,"R",13
452009,58,999,"R",17,"R",13
452009,99, 99,"R",17,"R",13
454227,17, 17,"R",16,"R",11
454227,58,999,"R",16,"R",11
454227,99, 99,"R",16,"R",11
454236,39, 39,"R",1,"R",1
454236,58,999,"R",1,"R",1
454236,99, 99,"R",1,"R",1
454245, 4,  4,"R",2,"R",1
454245, 6,  6,"R",1,"R",1
454245,58,999,"R",3,"R",2
454245,99, 99,"R",3,"R",2
454616,27, 27,"R",27,"R",7
454616,46, 46,"R",1,"R",1
454616,55, 55,"R",2,"R",2
454616,58,999,"R",30,"R",10
454616,99, 99,"R",30,"R",10
454652, 1,  1,"R",12,"R",9
454652,58,999,"R",12,"R",9
454652,99, 99,"R",12,"R",9
454698, 6,  6,"R",58,"R",28
454698,58,999,"R",58,"R",28
454698,99, 99,"R",58,"R",28
454768, 6,  6,"R",15,"R",3
454768,58,999,"R",15,"R",3
454768,99, 99,"R",15,"R",3
455080,29, 29,"R",2,"R",2
455080,58,999,"R",2,"R",2
455080,99, 99,"R",2,"R",2
455114, 2,  2,"R",4,"R",2
455114, 4,  4,"R",1,"R",0
455114, 6,  6,"R",39,"R",19
455114, 8,  8,"R",6,"R",3
455114,12, 12,"R",1,"R",0
455114,16, 16,"R",1461,"R",798
455114,17, 17,"R",3,"R",1
455114,24, 24,"R",1,"R",0
455114,30, 30,"R",1,"R",0
455114,32, 32,"R",6,"R",2
455114,33, 33,"R",1,"R",1
455114,36, 36,"R",1,"R",0
455114,37, 37,"R",1,"R",0
455114,38, 38,"R",1,"R",0
455114,39, 39,"R",2,"R",1
455114,41, 41,"R",16,"R",6
455114,46, 46,"R",1,"R",1
455114,48, 48,"R",3,"R",1
455114,51, 51,"R",1,"R",1
455114,53, 53,"R",7,"R",2
455114,55, 55,"R",1,"R",1
455114,56, 56,"R",1,"R",0
455114,57, 57,"R",1,"R",0
455114,58,999,"R",1560,"R",839
455114,98, 98,"R",2,"A",
455114,99, 99,"R",1562,"R",839
455284,18, 18,"R",4,"R",4
455284,21, 21,"R",2,"R",1
455284,39, 39,"R",30,"R",16
455284,58,999,"R",36,"R",21
455284,99, 99,"R",36,"R",21
455512, 6,  6,"R",453,"R",283
455512,41, 41,"R",1,"Z",0
455512,57, 57,"R",5,"Z",0
455512,58,999,"R",459,"R",283
455512,90, 90,"R",1,"Z",0
455512,99, 99,"R",460,"R",283
455868, 6,  6,"R",39,"R",15
455868,58,999,"R",39,"R",15
455868,99, 99,"R",39,"R",15
455901,23, 23,"R",1,"R",1
455901,24, 24,"R",17,"R",10
455901,42, 42,"R",1,"R",1
455901,54, 54,"R",3,"R",2
455901,58,999,"R",22,"R",14
455901,99, 99,"R",22,"R",14
456029,28, 28,"R",2,"R",1
456029,47, 47,"R",5,"R",4
456029,58,999,"R",7,"R",5
456029,99, 99,"R",7,"R",5
456065,39, 39,"R",22,"R",10
456065,58,999,"R",22,"R",10
456065,99, 99,"R",22,"R",10
456074,39, 39,"R",17,"R",10
456074,54, 54,"R",1,"R",1
456074,58,999,"R",18,"R",11
456074,99, 99,"R",18,"R",11
456135,13, 13,"R",1,"R",1
456135,27, 27,"R",45,"R",11
456135,58,999,"R",46,"R",12
456135,99, 99,"R",46,"R",12
456481,12, 12,"R",6,"Z",0
456481,58,999,"R",6,"Z",0
456481,72, 72,"R",1,"Z",0
456481,89,999,"R",1,"Z",0
456481,99, 99,"R",7,"Z",0
456825,22, 22,"R",10,"R",7
456825,58,999,"R",10,"R",7
456825,99, 99,"R",10,"R",7
456959, 6,  6,"R",3,"R",3
456959, 8,  8,"R",2,"R",2
456959,13, 13,"R",1,"R",1
456959,16, 16,"R",1,"Z",0
456959,17, 17,"R",3,"R",1
456959,21, 21,"R",1,"R",1
456959,27, 27,"R",134,"R",128
456959,38, 38,"R",4,"R",3
456959,46, 46,"R",1,"R",1
456959,48, 48,"R",2,"R",2
456959,53, 53,"R",1,"R",1
456959,55, 55,"R",17,"R",16
456959,57, 57,"R",3,"R",1
456959,58,999,"R",173,"R",160
456959,90, 90,"R",1,"R",1
456959,99, 99,"R",174,"R",161
457129,12, 12,"R",5,"R",2
457129,58,999,"R",5,"R",2
457129,99, 99,"R",5,"R",2
457493,16, 16,"R",17,"R",13
457493,58,999,"R",17,"R",13
457493,99, 99,"R",17,"R",13
457545,17, 17,"R",13,"R",8
457545,58,999,"R",13,"R",8
457545,99, 99,"R",13,"R",8
457679,27, 27,"R",2,"R",1
457679,46, 46,"R",2,"R",2
457679,58,999,"R",4,"R",3
457679,99, 99,"R",4,"R",3
457855,36, 36,"R",5,"R",4
457855,58,999,"R",5,"R",4
457855,99, 99,"R",5,"R",4
458140, 6,  6,"R",1,"Z",0
458140,15, 15,"R",1,"Z",0
458140,17, 17,"R",1,"R",1
458140,35, 35,"R",1,"R",1
458140,41, 41,"R",1,"Z",0
458140,53, 53,"R",5,"Z",0
458140,58,999,"R",10,"R",2
458140,99, 99,"R",10,"R",2
458210, 6,  6,"R",6,"R",3
458210,58,999,"R",6,"R",3
458210,99, 99,"R",6,"R",3
458229, 6,  6,"R",9,"R",8
458229,58,999,"R",9,"R",8
458229,99, 99,"R",9,"R",8
458274,17, 17,"R",15,"R",6
458274,18, 18,"R",1,"R",1
458274,26, 26,"R",1,"R",1
458274,58,999,"R",17,"R",8
458274,99, 99,"R",17,"R",8
458803, 5,  5,"R",1,"R",1
458803,28, 28,"R",2,"R",0
458803,47, 47,"R",54,"R",19
458803,58,999,"R",57,"R",20
458803,99, 99,"R",57,"R",20
458812,47, 47,"R",39,"R",16
458812,58,999,"R",39,"R",16
458812,99, 99,"R",39,"R",16
458821,13, 13,"R",1,"R",1
458821,47, 47,"R",23,"R",10
458821,58,999,"R",24,"R",11
458821,99, 99,"R",24,"R",11
458830,42, 42,"R",62,"R",28
458830,58,999,"R",62,"R",28
458830,99, 99,"R",62,"R",28
458858,18, 18,"R",53,"R",17
458858,58,999,"R",53,"R",17
458858,99, 99,"R",53,"R",17
458867,13, 13,"R",77,"R",31
458867,58,999,"R",77,"R",31
458867,99, 99,"R",77,"R",31
459019,37, 37,"R",36,"R",18
459019,58,999,"R",36,"R",18
459019,99, 99,"R",36,"R",18
459046,37, 37,"R",21,"R",9
459046,58,999,"R",21,"R",9
459046,99, 99,"R",21,"R",9
459055,12, 12,"R",33,"R",17
459055,58,999,"R",33,"R",17
459055,99, 99,"R",33,"R",17
459064,37, 37,"R",23,"R",6
459064,45, 45,"R",4,"R",1
459064,58,999,"R",27,"R",7
459064,99, 99,"R",27,"R",7
459116, 2,  2,"R",1,"R",0
459116, 4,  4,"R",10,"R",4
459116,18, 18,"R",1,"R",0
459116,41, 41,"R",1,"R",1
459116,58,999,"R",13,"R",5
459116,99, 99,"R",13,"R",5
459170, 6,  6,"R",34,"R",17
459170,58,999,"R",34,"R",17
459170,99, 99,"R",34,"R",17
459198, 6,  6,"R",11,"R",8
459198,58,999,"R",11,"R",8
459198,99, 99,"R",11,"R",8
459286, 8,  8,"R",12,"R",6
459286,58,999,"R",12,"R",6
459286,99, 99,"R",12,"R",6
459301,10, 10,"R",8,"R",6
459301,42, 42,"R",1,"Z",0
459301,58,999,"R",9,"R",6
459301,99, 99,"R",9,"R",6
459408,25, 25,"R",10,"R",4
459408,44, 44,"R",4,"R",2
459408,58,999,"R",14,"R",6
459408,99, 99,"R",14,"R",6
459417,26, 26,"R",12,"R",5
459417,39, 39,"R",1,"Z",0
459417,41, 41,"R",1,"Z",0
459417,58,999,"R",14,"R",5
459417,99, 99,"R",14,"R",5
459550,53, 53,"R",12,"R",5
459550,58,999,"R",12,"R",5
459550,99, 99,"R",12,"R",5
459578,55, 55,"R",13,"R",1
459578,58,999,"R",13,"R",1
459578,99, 99,"R",13,"R",1
459949, 1,  1,"R",1,"R",1
459949,15, 15,"R",1,"R",1
459949,37, 37,"R",2,"R",2
459949,39, 39,"R",1,"R",1
459949,41, 41,"R",1,"R",1
459949,48, 48,"R",1046,"R",988
459949,51, 51,"R",1,"R",1
459949,55, 55,"R",1,"R",1
459949,57, 57,"R",1,"R",1
459949,58,999,"R",1055,"R",997
459949,98, 98,"R",3,"A",
459949,99, 99,"R",1058,"R",997
460349, 5,  5,"R",4,"R",0
460349, 6,  6,"R",5,"R",0
460349, 8,  8,"R",1,"R",0
460349, 9,  9,"R",1,"R",0
460349,12, 12,"R",10,"R",1
460349,13, 13,"R",2,"R",0
460349,17, 17,"R",2,"R",0
460349,18, 18,"R",2,"R",0
460349,19, 19,"R",1,"R",0
460349,20, 20,"R",1,"R",0
460349,24, 24,"R",1,"R",0
460349,25, 25,"R",2,"R",0
460349,26, 26,"R",1,"R",0
460349,28, 28,"R",1,"R",0
460349,30, 30,"R",1,"R",0
460349,33, 33,"R",1,"R",0
460349,34, 34,"R",2,"R",0
460349,36, 36,"R",5,"R",0
460349,37, 37,"R",14,"R",0
460349,39, 39,"R",4,"R",0
460349,41, 41,"R",1,"R",0
460349,42, 42,"R",1,"R",0
460349,44, 44,"R",3,"R",0
460349,45, 45,"R",3,"R",0
460349,47, 47,"R",1,"R",0
460349,48, 48,"R",2,"R",0
460349,50, 50,"R",4,"R",0
460349,51, 51,"R",1,"R",0
460349,55, 55,"R",1,"R",0
460349,58,999,"R",78,"R",1
460349,78, 78,"R",1,"R",0
460349,89,999,"R",1,"R",0
460349,99, 99,"R",79,"R",1
460394, 6,  6,"R",1150,"R",794
460394,57, 57,"R",32,"R",14
460394,58,999,"R",1182,"R",808
460394,90, 90,"R",9,"Z",0
460394,99, 99,"R",1191,"R",808
460464, 6,  6,"R",1077,"R",752
460464,57, 57,"R",26,"R",11
460464,58,999,"R",1103,"R",763
460464,90, 90,"R",14,"Z",0
460464,99, 99,"R",1117,"R",763
460677,72, 72,"R",52,"R",24
460677,89,999,"R",52,"R",24
460677,99, 99,"R",52,"R",24
460862, 2,  2,"R",1,"Z",0
460862,41, 41,"R",13,"R",4
460862,53, 53,"R",1,"Z",0
460862,58,999,"R",15,"R",4
460862,99, 99,"R",15,"R",4
460871,13, 13,"R",1,"R",1
460871,24, 24,"R",1,"R",0
460871,51, 51,"R",2,"R",1
460871,58,999,"R",4,"R",2
460871,99, 99,"R",4,"R",2
461193,39, 39,"R",13,"R",11
461193,42, 42,"R",58,"R",31
461193,54, 54,"R",3,"R",3
461193,58,999,"R",74,"R",45
461193,99, 99,"R",74,"R",45
461254,98, 98,"R",4,"A",
461254,99, 99,"R",4,"A",
461272,49, 49,"R",9,"R",3
461272,51, 51,"R",1,"R",1
461272,58,999,"R",10,"R",4
461272,99, 99,"R",10,"R",4
461421,17, 17,"R",11,"R",8
461421,29, 29,"R",25,"R",19
461421,47, 47,"R",1,"R",1
461421,58,999,"R",37,"R",28
461421,99, 99,"R",37,"R",28
461591,15, 15,"R",12,"R",5
461591,32, 32,"R",1,"Z",0
461591,49, 49,"R",1,"R",1
461591,58,999,"R",14,"R",6
461591,99, 99,"R",14,"R",6
461652,16, 16,"R",12,"R",8
461652,58,999,"R",12,"R",8
461652,98, 98,"R",6,"A",
461652,99, 99,"R",18,"R",8
461704,23, 23,"R",97,"R",60
461704,58,999,"R",97,"R",60
461704,99, 99,"R",97,"R",60
461759,12, 12,"R",1,"R",1
461759,17, 17,"R",1,"R",0
461759,21, 21,"R",17,"R",4
461759,39, 39,"R",3,"R",1
461759,58,999,"R",22,"R",6
461759,99, 99,"R",22,"R",6
461838,36, 36,"R",121,"R",15
461838,58,999,"R",121,"R",15
461838,99, 99,"R",121,"R",15
461917,18, 18,"R",49,"R",18
461917,58,999,"R",49,"R",18
461917,99, 99,"R",49,"R",18
462008,32, 32,"R",9,"R",4
462008,58,999,"R",9,"R",4
462008,99, 99,"R",9,"R",4
462071,16, 16,"R",2,"R",0
462071,30, 30,"R",1,"R",0
462071,53, 53,"R",10,"R",5
462071,58,999,"R",13,"R",5
462071,99, 99,"R",13,"R",5
463056, 9,  9,"R",548,"R",516
463056,12, 12,"R",1,"R",1
463056,34, 34,"R",1,"R",1
463056,36, 36,"R",2,"R",2
463056,48, 48,"R",1,"R",1
463056,58,999,"R",553,"R",521
463056,90, 90,"R",2,"R",1
463056,99, 99,"R",555,"R",522
464226, 2,  2,"R",5,"R",5
464226, 4,  4,"R",114,"R",114
464226, 6,  6,"R",48,"R",48
464226, 8,  8,"R",5,"R",5
464226,12, 12,"R",2,"R",2
464226,15, 15,"R",6,"R",6
464226,16, 16,"R",2,"R",2
464226,17, 17,"R",1,"R",1
464226,19, 19,"R",3,"R",3
464226,20, 20,"R",2,"R",2
464226,26, 26,"R",2,"R",2
464226,27, 27,"R",1,"R",1
464226,29, 29,"R",3,"R",3
464226,31, 31,"R",1,"R",1
464226,32, 32,"R",4,"R",4
464226,35, 35,"R",6,"R",6
464226,37, 37,"R",1,"R",1
464226,41, 41,"R",6,"R",6
464226,42, 42,"R",1,"R",1
464226,47, 47,"R",2,"R",2
464226,48, 48,"R",11,"R",11
464226,49, 49,"R",4,"R",4
464226,51, 51,"R",1,"R",0
464226,53, 53,"R",21,"R",21
464226,58,999,"R",252,"R",251
464226,60, 60,"R",1,"R",1
464226,89,999,"R",1,"R",1
464226,90, 90,"R",9,"R",9
464226,99, 99,"R",262,"R",261
466921,17, 17,"R",1,"R",0
466921,29, 29,"R",2,"R",1
466921,58,999,"R",3,"R",1
466921,99, 99,"R",3,"R",1
466930,48, 48,"R",7,"R",4
466930,58,999,"R",7,"R",4
466930,99, 99,"R",7,"R",4
467863,45, 45,"R",21,"R",5
467863,58,999,"R",21,"R",5
467863,99, 99,"R",21,"R",5
467872,42, 42,"R",1,"R",1
467872,45, 45,"R",17,"R",13
467872,50, 50,"R",1,"R",1
467872,58,999,"R",19,"R",15
467872,99, 99,"R",19,"R",15
468769, 6,  6,"R",41,"R",15
468769,58,999,"R",41,"R",15
468769,99, 99,"R",41,"R",15
468893,22, 22,"R",10,"R",5
468893,58,999,"R",10,"R",5
468893,99, 99,"R",10,"R",5
470047,20, 20,"R",1,"Z",0
470047,58,999,"R",1,"Z",0
470047,99, 99,"R",1,"Z",0
474863, 6,  6,"R",29,"R",5
474863,32, 32,"R",1,"R",0
474863,48, 48,"R",1,"R",1
474863,58,999,"R",31,"R",6
474863,99, 99,"R",31,"R",6
475486,20, 20,"R",1,"R",1
475486,48, 48,"R",58,"R",28
475486,58,999,"R",59,"R",29
475486,99, 99,"R",59,"R",29
475547,12, 12,"R",22,"R",15
475547,36, 36,"R",1,"R",1
475547,58,999,"R",23,"R",16
475547,99, 99,"R",23,"R",16
475556,37, 37,"R",16,"R",6
475556,51, 51,"R",1,"R",1
475556,58,999,"R",17,"R",7
475556,99, 99,"R",17,"R",7
475732,13, 13,"R",5,"R",1
475732,58,999,"R",5,"R",1
475732,99, 99,"R",5,"R",1
475741,18, 18,"R",4,"R",2
475741,58,999,"R",4,"R",2
475741,99, 99,"R",4,"R",2
476063, 4,  4,"R",1,"R",0
476063,12, 12,"R",92,"R",11
476063,13, 13,"R",6,"R",0
476063,51, 51,"R",2,"R",1
476063,58,999,"R",101,"R",12
476063,99, 99,"R",101,"R",12
476179,37, 37,"R",1,"R",1
476179,51, 51,"R",69,"R",26
476179,58,999,"R",70,"R",27
476179,99, 99,"R",70,"R",27
476294,49, 49,"R",10,"R",4
476294,56, 56,"R",1,"Z",0
476294,58,999,"R",11,"R",4
476294,99, 99,"R",11,"R",4
476513, 6,  6,"R",9,"R",6
476513,58,999,"R",9,"R",6
476513,99, 99,"R",9,"R",6
476805, 1,  1,"R",7,"R",3
476805,58,999,"R",7,"R",3
476805,99, 99,"R",7,"R",3
476841,32, 32,"R",16,"R",5
476841,58,999,"R",16,"R",5
476841,99, 99,"R",16,"R",5
476984,20, 20,"R",11,"R",6
476984,29, 29,"R",9,"R",3
476984,58,999,"R",20,"R",9
476984,99, 99,"R",20,"R",9
476993, 8,  8,"R",1,"R",1
476993,16, 16,"R",3,"R",2
476993,32, 32,"R",1,"R",1
476993,49, 49,"R",58,"R",9
476993,53, 53,"R",1,"Z",0
476993,58,999,"R",64,"R",13
476993,99, 99,"R",64,"R",13
477039,37, 37,"R",1,"Z",0
477039,48, 48,"R",2,"Z",0
477039,58,999,"R",3,"Z",0
477039,99, 99,"R",3,"Z",0
