UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
185767,6,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",40,"R",16950,"R",19350,"R",19505,"R",19456,"R",1330,"R",1675,"R",1675,"R",1675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17800,"R",18200,"R",18200,"R",18200,"R",5120,"R",4290,"R",4290,"R",4290,"R",2570,"R",3350,"R",3350,"R",3350,"12.0409","R",12339,"R",2100,"R",600,1,"R",5,"12.0402","R",14726,"R",1900,"R",900,1,"R",8,"12.0410","R",3715,"R",975,"R",300,1,"R",4,"12.0413","R",7719,"R",290,"R",600,1,"R",5,"12.0499","R",4591,"R",483,"R",250,1,"R",4,
185970,5,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",30,"R",15600,"R",17600,"R",17600,"R",18350,"R",1250,"R",1250,"R",1250,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11890,"R",13840,"R",13840,"R",15000,"R",11980,"R",8690,"R",8680,"R",7500,"R",3090,"R",6430,"R",6250,"R",6010,"12.0409","R",9600,"R",1600,"R",600,1,"R",5,"12.0413","R",5750,"R",410,"R",500,1,"R",4,"12.0402","R",11750,"R",1250,"R",900,1,"R",7,"12.0410","R",2700,"R",625,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
186016,4,"12.0407","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",30,"R",18380,"R",18380,"R",18880,"R",18880,"R",2995,"R",2995,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16730,"R",17140,"R",20000,"R",20000,"R",7830,"R",9480,"R",9140,"R",8500,"R",4500,"R",4070,"R",3840,"R",4300,"12.0409","R",11300,"R",3990,"R",600,1,"R",5,"12.0413","R",7900,"R",1980,"R",600,1,"R",4,"12.0410","R",2570,"R",1255,"R",300,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
186052,7,"46.0302","A",.,"A",.,"R",900,1,"R",7,"R",26,"R",900,"R",26,"R",18000,"R",18000,"R",18000,"R",18750,"R",1260,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7209,"R",7209,"R",7209,"R",7209,"R",3127,"R",3127,"R",3127,"R",3127,"R",3127,"R",3127,"R",3127,"R",3127,"47.0201","R",23566,"R",1395,"R",1200,1,"R",9,"47.0604","R",28850,"R",1460,"R",1800,1,"R",13,"47.0201","R",20535,"R",1395,"R",960,1,"R",19,"51.0716","R",9500,"R",840,"R",600,1,"R",5,"46.0302","R",18750,"R",1200,"R",900,1,"R",18,
186274,6,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",40,"R",16950,"R",19350,"R",19305,"R",19456,"R",1330,"R",1675,"R",1675,"R",1675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17800,"R",20490,"R",20000,"R",20000,"R",5120,"R",7490,"R",7490,"R",7490,"R",2570,"R",4480,"R",4480,"R",4480,"12.0409","R",12539,"R",2100,"R",600,1,"R",5,"12.0402","R",14663,"R",1900,"R",900,1,"R",8,"12.0410","R",3715,"R",975,"R",300,1,"R",4,"12.0413","R",7710,"R",290,"R",600,1,"R",5,"12.0499","R",4607,"R",483,"R",240,1,"R",4,
186593,6,"12.0401","A",.,"A",.,"R",1200,1,"R",9,"R",35,"R",900,"R",26,"R",17000,"R",17000,"R",18275,"R",19425,"R",1999,"R",1999,"R",1349,"R",1349,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10133,"R",10623,"R",10929,"R",11419,"R",8628,"R",9048,"R",9301,"R",9940,"R",5784,"R",6064,"R",6230,"R",6659,"12.0407","R",17650,"R",1349,"R",1100,1,"R",8,"12.0402","R",15500,"R",1649,"R",1000,1,"R",8,"12.0409","R",8700,"R",1449,"R",600,1,"R",5,"12.0413","R",8700,"R",349,"R",600,1,"R",5,"12.0410","R",3900,"R",725,"R",300,1,"R",3,
187505,6,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",56,"R",900,"R",30,"R",15495,"R",15495,"R",16500,"R",16500,"R",2995,"R",2995,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15876,"R",15876,"R",16366,"R",16590,"R",9590,"R",9590,"R",10640,"R",10794,"R",6258,"R",6258,"R",7434,"R",7546,"12.0402","R",14500,"R",2500,"R",1200,1,"R",12,"12.0409","R",10100,"R",1200,"R",750,1,"R",7,"12.0410","R",6995,"R",995,"R",600,1,"R",6,"12.0413","R",7995,"R",0,"R",1000,1,"R",9,"12.0407","R",14000,"R",2500,"R",1000,1,"R",9,
188289,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",47,"R",900,"R",26,"R",13995,"R",14500,"R",14500,"R",14500,"R",1600,"R",1850,"R",1850,"R",1850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9447,"R",11750,"R",18283,"R",17660,"R",4665,"R",5288,"R",9165,"R",10928,"R",4665,"R",5288,"R",6580,"R",7391,"12.0409","R",8200,"R",1295,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
188650,1,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",36,"R",16456,"R",16656,"R",16656,"R",16656,"R",578,"R",578,"R",578,"R",578,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10917,"R",11142,"R",11457,"R",12213,"R",4635,"R",3645,"R",3744,"R",3987,"R",4635,"R",3645,"R",3744,"R",3987,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
188890,6,"46.0302","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",18400,"R",18400,"R",18400,"R",18400,"R",491,"R",491,"R",491,"R",491,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4028,"R",4028,"R",4028,"R",4028,"R",1808,"R",1808,"R",1808,"R",1808,"R",1860,"R",1860,"R",1860,"R",1860,"47.0201","R",18379,"R",450,"R",900,1,"R",8,"46.0503","R",17216,"R",590,"R",900,1,"R",8,"48.0508","R",19118,"R",409,"R",900,1,"R",8,"46.0000","R",17441,"R",580,"R",900,1,"R",8,"47.0604","R",17447,"R",642,"R",900,1,"R",8,
188915,2,"51.3801","A",.,"A",.,"R",60,2,"R",14,"R",54,"R",31,"R",27,"A",.,"R",21240,"R",21240,"R",21240,"A",.,"R",2720,"R",2720,"R",2720,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9653,"R",9599,"R",9531,"A",.,"R",9329,"R",9599,"R",10233,"A",.,"R",7979,"R",8208,"R",8748,"51.0911","R",18102,"R",6400,"R",37,2,"R",22,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189219,2,"46.0301","A",.,"A",.,"R",600,1,"R",8,"R",30,"R",900,"R",44,"R",11225,"R",11225,"R",12225,"R",12225,"R",375,"R",375,"R",375,"R",375,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8438,"R",8438,"R",8438,"R",8438,"R",3638,"R",3638,"R",3638,"R",3638,"R",3638,"R",3638,"R",3638,"R",3638,"46.0503","R",12225,"R",375,"R",600,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189255,5,"12.0404","A",.,"A",.,"R",120,1,"R",1,"R",4,"R",900,"R",30,"R",4750,"R",5150,"R",5750,"R",5750,"R",200,"R",200,"R",200,"R",200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1122,"R",1342,"R",1122,"R",1325,"R",455,"R",525,"R",255,"R",265,"R",100,"R",100,"R",100,"R",100,"12.0409","R",9950,"R",500,"R",600,1,"R",5,"12.0401","R",3400,"R",100,"R",40,1,"R",1,"12.0404","R",8750,"R",100,"R",320,1,"R",3,"12.0404","R",10350,"R",100,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189404,4,"12.0409","A",.,"A",.,"R",600,1,"R",7,"R",27,"R",900,"R",26,"R",9300,"R",9300,"R",9300,"R",9410,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10584,"R",10584,"R",10584,"R",7661,"R",4131,"R",7067,"R",7067,"R",7067,"R",5623,"R",7067,"R",7067,"R",7067,"12.0401","R",14500,"R",1200,"R",1000,1,"R",8,"12.0410","R",3500,"R",700,"R",250,1,"R",3,"12.0499","R",1875,"R",200,"R",75,1,"R",1,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189468,5,"12.0401","A",.,"A",.,"R",1000,1,"R",10,"R",40,"R",900,"R",30,"R",14500,"R",16000,"R",16800,"R",16800,"R",1200,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19950,"R",20810,"R",21020,"R",15840,"R",8320,"R",8320,"R",9150,"R",9150,"R",8320,"R",8320,"R",9150,"R",9150,"12.0409","R",9400,"R",900,"R",600,1,"R",6,"12.0410","R",3500,"R",700,"R",250,1,"R",2,"12.0499","R",1875,"R",300,"R",75,1,"R",1,"12.0406","R",2150,"R",800,"R",84,1,"R",1,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189477,2,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",8190,"R",8190,"R",8190,"R",8190,"R",990,"R",990,"R",990,"R",990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2831,"R",2831,"R",2831,"R",2831,"R",1318,"R",1318,"R",1318,"R",1318,"R",1887,"R",1887,"R",1887,"R",1887,"12.0410","R",2880,"R",550,"R",250,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189714,2,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",14100,"R",14100,"R",14100,"R",15100,"R",1895,"R",1895,"R",1895,"R",2395,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10759,"R",11506,"R",11506,"R",12535,"R",3386,"R",3908,"R",3908,"R",4256,"R",3386,"R",3908,"R",3908,"R",4256,"12.0409","R",9395,"R",1600,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
189990,2,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",18,"R",900,"R",26,"R",9100,"R",9100,"R",9100,"R",9100,"R",650,"R",650,"R",650,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9801,"R",9878,"R",9878,"R",9000,"R",3294,"R",4073,"R",4073,"R",4073,"R",2169,"R",2201,"R",2201,"R",2201,"12.0410","R",1210,"R",375,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
190239,1,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",12750,"R",12750,"R",12750,"R",12750,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5894,"R",6010,"R",6184,"R",6844,"R",5227,"R",5546,"R",5706,"R",5829,"R",5227,"R",5546,"R",5706,"R",5829,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
190318,4,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",31,"R",900,"R",28,"R",12690,"R",13120,"R",13120,"R",13620,"R",2768,"R",2870,"R",2870,"R",2887,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5100,"R",5704,"R",5696,"R",5696,"R",13578,"R",8564,"R",7448,"R",7448,"R",9533,"R",7502,"R",5565,"R",5565,"12.0409","R",10900,"R",2535,"R",800,1,"R",6,"12.0409","R",8675,"R",1829,"R",600,1,"R",4,"12.0402","R",7840,"R",2028,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
190707,1,"51.0911","A",.,"A",.,"R",2700,1,"R",24,"R",96,"R",832,"R",48,"R",19750,"R",19750,"R",19750,"R",19750,"R",2680,"R",2880,"R",2880,"R",2880,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13680,"R",13680,"R",13680,"R",13680,"R",6840,"R",6840,"R",6840,"R",6840,"R",6600,"R",6600,"R",6600,"R",6600,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
191311,6,"50.0713","A",.,"A",.,"R",780,1,"R",7,"R",26,"R",780,"R",26,"R",21000,"R",21000,"R",21000,"R",21128,"R",2660,"R",2804,"R",2804,"R",2675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7462,"R",9211,"R",9867,"R",10693,"R",6604,"R",8164,"R",8749,"R",9484,"R",7826,"R",8164,"R",8749,"R",4758,"50.0713","R",6607,"R",455,"R",210,1,"R",2,"50.0713","R",5769,"R",615,"R",210,1,"R",2,"50.0713","R",19993,"R",1825,"R",780,1,"R",7,"50.0713","R",6022,"R",395,"R",270,1,"R",2,"50.0713","R",14521,"R",2675,"R",570,1,"R",4,
191728,8,"51.0801","A",.,"A",.,"R",910,1,"R",8,"R",31,"R",900,"R",30,"R",13490,"R",13490,"R",13490,"R",13490,"R",910,"R",910,"R",910,"R",910,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4712,"R",9595,"R",9595,"R",9595,"R",2333,"R",8858,"R",8858,"R",8858,"R",2333,"R",8866,"R",8866,"R",8866,"51.0710","R",8850,"R",1050,"R",600,1,"R",6,"47.0104","R",13496,"R",1100,"R",900,1,"R",7,"51.0714","R",2690,"R",320,"R",200,1,"R",3,"51.3901","R",20497,"R",2860,"R",1332,1,"R",12,"51.0910","R",39250,"R",2850,"R",2442,1,"R",24,
191940,1,"51.3901","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",30,"R",15852,"R",15852,"R",16472,"R",15369,"R",535,"R",535,"R",668,"R",965,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10010,"R",10210,"R",10980,"R",10980,"R",1090,"R",1120,"R",1150,"R",3240,"R",1090,"R",1120,"R",1150,"R",3240,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
192484,2,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",32,"R",13200,"R",13200,"R",14000,"R",14000,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19831,"R",16218,"R",16575,"R",16983,"R",7276,"R",7684,"R",4820,"R",4777,"R",6681,"R",6418,"R",5585,"R",3978,"12.0409","R",8695,"R",300,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
193122,1,"51.3901","R",17500,"R",500,"R",1080,1,"R",20,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
193186,1,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",1000,"R",34,"R",12700,"R",12700,"R",12700,"R",12700,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9223,"R",9223,"R",9223,"R",9223,"R",3825,"R",3825,"R",3825,"R",3825,"R",3825,"R",3825,"R",3825,"R",3825,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
193265,2,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",15300,"R",16200,"R",16200,"R",16200,"R",2400,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4260,"R",4260,"R",4260,"R",4260,"R",3750,"R",3750,"R",3750,"R",3750,"R",3750,"R",3750,"R",3750,"R",3750,"48.0508","R",11970,"R",2300,"R",665,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
193672,3,"09.0701","A",.,"A",.,"R",630,1,"R",8,"R",32,"R",900,"R",32,"R",11410,"R",9000,"R",9000,"R",9000,"R",200,"R",200,"R",200,"R",200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2400,"R",2400,"R",2400,"R",2400,"R",800,"R",800,"R",800,"R",800,"R",800,"R",800,"R",800,"R",800,"50.0913","R",9000,"R",200,"R",600,1,"R",6,"50.0102","R",9000,"R",200,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
193858,3,"51.0801","A",.,"A",.,"R",62,2,"R",16,"R",64,"R",31,"R",30,"R",14065,"R",13905,"R",23800,"R",23800,"R",435,"R",495,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19408,"R",19808,"R",21712,"R",21712,"R",17216,"R",18288,"R",20032,"R",20032,"R",17216,"R",18288,"R",20032,"R",20032,"51.0601","R",14900,"R",435,"R",900,1,"R",10,"51.3501","R",10390,"R",242,"R",750,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
193991,1,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",12750,"R",12750,"R",12750,"R",12750,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5358,"R",5517,"R",5728,"R",6279,"R",4749,"R",5090,"R",5285,"R",5351,"R",4749,"R",5090,"R",5285,"R",5351,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
194259,1,"51.3901","A",.,"A",.,"R",1204,1,"R",10,"R",40,"R",900,"R",40,"R",10500,"R",10665,"R",10875,"R",11655,"R",1000,"R",1085,"R",1125,"R",1125,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5080,"R",5080,"R",5080,"R",5080,"R",7370,"R",7370,"R",7370,"R",7370,"R",7370,"R",7370,"R",7370,"R",7370,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
194435,3,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",31,"R",900,"R",28,"R",12690,"R",13120,"R",13120,"R",13620,"R",2784,"R",2887,"R",2887,"R",2887,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5107,"R",6278,"R",6355,"R",6355,"R",12168,"R",10075,"R",8424,"R",8424,"R",7742,"R",4774,"R",8246,"R",8246,"12.0409","R",10900,"R",2535,"R",800,1,"R",6,"12.0409","R",8675,"R",1829,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
195067,1,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",12750,"R",12750,"R",12750,"R",12750,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5894,"R",6010,"R",6184,"R",6844,"R",5227,"R",5546,"R",5706,"R",5829,"R",5227,"R",5546,"R",5706,"R",5829,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
197337,1,"12.0401","A",.,"A",.,"R",1040,1,"R",9,"R",35,"R",900,"R",30,"R",10092,"R",13092,"R",13092,"R",13092,"R",1408,"R",1408,"R",1408,"R",1408,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5259,"R",6011,"R",6011,"R",6011,"R",4078,"R",4664,"R",4664,"R",4664,"R",2056,"R",2520,"R",2520,"R",2520,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
198190,1,"09.0799","A",.,"A",.,"R",898,1,"R",13,"R",50,"R",898,"R",52,"R",16750,"R",16750,"R",16750,"R",16750,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5438,"R",5438,"R",5438,"R",5438,"R",3088,"R",3088,"R",3088,"R",3088,"R",2500,"R",2500,"R",2500,"R",2500,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
198844,4,"12.0401","A",.,"A",.,"R",1500,1,"R",10,"R",38,"R",900,"R",26,"R",7700,"R",7700,"R",8300,"R",8300,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11315,"R",8284,"R",8284,"R",9244,"R",1330,"R",2622,"R",4636,"R",2936,"R",1064,"R",2622,"R",7002,"R",2252,"12.0409","R",5100,"R",500,"R",600,1,"R",4,"12.0413","R",5000,"R",150,"R",800,1,"R",6,"12.0413","R",5000,"R",150,"R",650,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
