UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
105215,"R",34,"R",2174363,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",722109,"R",22,"R",1224077,"R",1,"R",60479,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33280,"R",3,"R",134418,"Z",0,"Z",0
105297,"R",214,"R",9697828,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",950452,"R",30,"R",2259426,"R",31,"R",1404090,"R",17,"R",732286,"R",14,"R",682628,"Z",0,"Z",0,"R",53,"R",1916736,"R",1,"R",33634,"R",46,"R",1718576,"Z",0,"Z",0,"Z",0,"Z",0
105330,"R",1935,"R",126602547,"R",24,"R",1830648,"Z",0,"Z",0,"R",111,"R",7001785,"R",123,"R",18396217,"R",515,"R",32771883,"R",384,"R",27142672,"R",304,"R",17361281,"R",28,"R",2241544,"R",191,"R",8068196,"Z",0,"Z",0,"R",166,"R",7427800,"R",57,"R",2872275,"R",32,"R",1488246
105349,"R",109,"R",7214478,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",790903,"R",16,"R",1990269,"R",13,"R",994435,"R",16,"R",844791,"R",8,"R",682843,"Z",0,"Z",0,"R",1,"R",43493,"Z",0,"Z",0,"R",29,"R",1342816,"R",12,"R",475980,"R",1,"R",48948
105428,"R",256,"R",15866287,"R",1,"R",80707,"Z",0,"Z",0,"R",50,"R",2898913,"R",47,"R",4627860,"R",69,"R",3541343,"R",17,"R",1111884,"R",7,"R",406296,"R",3,"R",168907,"R",19,"R",930483,"Z",0,"Z",0,"R",33,"R",1531751,"R",7,"R",422157,"R",3,"R",145986
105525,"R",927,"R",54747004,"Z",0,"Z",0,"Z",0,"Z",0,"R",409,"R",21742820,"R",97,"R",11370571,"R",96,"R",5587565,"R",108,"R",6460923,"R",15,"R",839309,"R",2,"R",108002,"R",100,"R",4693223,"Z",0,"Z",0,"R",84,"R",3339277,"Z",0,"Z",0,"R",16,"R",605314
105534,"R",90,"R",4892145,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1540813,"R",6,"R",650282,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",56,"R",2701050,"Z",0,"Z",0,"Z",0,"Z",0
105543,"R",35,"R",1457381,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",384939,"R",3,"R",289507,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",782935,"Z",0,"Z",0,"Z",0,"Z",0
105589,"R",85,"R",5047720,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",69360,"R",38,"R",2955692,"R",2,"R",79040,"R",4,"R",220000,"R",4,"R",205520,"Z",0,"Z",0,"R",4,"R",141076,"R",8,"R",409952,"R",22,"R",897130,"R",1,"R",38750,"R",1,"R",31200
105659,"R",20,"R",1261997,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",588922,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",338758,"R",7,"R",262783,"R",2,"R",71534,"Z",0,"Z",0
105668,"R",487,"R",32172676,"R",4,"R",239871,"Z",0,"Z",0,"R",54,"R",3521630,"R",132,"R",12452989,"R",149,"R",7695076,"R",47,"R",3420611,"R",27,"R",1580694,"Z",0,"Z",0,"R",21,"R",1021475,"Z",0,"Z",0,"R",47,"R",1960663,"R",3,"R",162072,"R",3,"R",117595
105747,"R",226,"R",14438282,"R",1,"R",69689,"Z",0,"Z",0,"R",28,"R",1673525,"R",45,"R",4543457,"R",73,"R",4027865,"R",19,"R",1174048,"R",7,"R",375518,"R",1,"R",72766,"R",13,"R",671423,"Z",0,"Z",0,"R",30,"R",1311413,"R",8,"R",475075,"R",1,"R",43503
105792,"R",138,"R",9168854,"R",2,"R",153963,"Z",0,"Z",0,"R",21,"R",1368220,"R",28,"R",3013074,"R",45,"R",2414880,"R",12,"R",696387,"R",2,"R",104462,"R",1,"R",52124,"R",16,"R",848813,"Z",0,"Z",0,"R",8,"R",360089,"R",2,"R",124602,"R",1,"R",32240
105899,"R",122,"R",6755159,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",127478,"R",14,"R",1960776,"R",2,"R",183500,"R",5,"R",257000,"R",42,"R",1850913,"R",5,"R",179750,"R",19,"R",691758,"R",10,"R",523273,"R",22,"R",980711,"Z",0,"Z",0,"Z",0,"Z",0
106041,"R",64,"R",4225227,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",1464505,"R",46,"R",2520605,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",93121,"R",3,"R",146996,"Z",0,"Z",0
106148,"R",328,"R",20094701,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2103642,"R",77,"R",7304201,"R",29,"R",1753526,"R",25,"R",1684416,"R",36,"R",1911534,"R",4,"R",267258,"R",37,"R",1516071,"Z",0,"Z",0,"R",56,"R",2550257,"R",21,"R",961908,"R",1,"R",41888
106245,"R",779,"R",40885689,"Z",0,"Z",0,"Z",0,"Z",0,"R",160,"R",7727995,"R",185,"R",13731603,"R",49,"R",2632098,"R",162,"R",8896244,"R",30,"R",2285596,"R",2,"R",122400,"R",61,"R",1683580,"Z",0,"Z",0,"R",97,"R",2694779,"R",27,"R",911628,"R",6,"R",199766
106263,"R",2309,"R",150769281,"R",59,"R",6678899,"R",6,"R",1091841,"R",147,"R",16834095,"R",820,"R",69580764,"R",284,"R",16004274,"R",61,"R",3378762,"R",85,"R",3767444,"R",297,"R",14100709,"R",233,"R",7395488,"R",43,"R",1255473,"R",168,"R",6119923,"R",104,"R",4499993,"R",2,"R",61616
106306,"R",62,"R",2880119,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",855654,"R",8,"R",669200,"R",2,"R",108000,"Z",0,"Z",0,"R",7,"R",348212,"Z",0,"Z",0,"R",17,"R",514186,"Z",0,"Z",0,"R",11,"R",384867,"Z",0,"Z",0,"Z",0,"Z",0
106342,"R",111,"R",5160346,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",733310,"R",12,"R",1129707,"R",12,"R",683058,"R",2,"R",105568,"R",48,"R",1816069,"R",2,"R",111031,"R",3,"R",78214,"Z",0,"Z",0,"R",14,"R",437889,"Z",0,"Z",0,"R",2,"R",65500
106397,"R",3705,"R",216922391,"R",18,"R",1678192,"R",73,"R",7038845,"R",327,"R",17119075,"R",527,"R",54136903,"R",690,"R",39413357,"R",690,"R",35357941,"R",162,"R",17136856,"R",49,"R",3786029,"R",301,"R",10097939,"R",7,"R",220678,"R",603,"R",20178505,"R",212,"R",9004576,"R",46,"R",1753495
106412,"R",433,"R",20805808,"R",18,"R",844982,"R",24,"R",1290657,"R",31,"R",1322023,"R",40,"R",4256112,"R",30,"R",1655634,"R",36,"R",1517904,"R",68,"R",3403610,"R",2,"R",115479,"R",54,"R",1749501,"Z",0,"Z",0,"R",105,"R",3760362,"R",22,"R",793897,"R",3,"R",95647
106449,"R",171,"R",7087935,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",554352,"R",30,"R",2260218,"R",14,"R",538911,"R",11,"R",437234,"R",37,"R",1410482,"Z",0,"Z",0,"R",9,"R",274973,"Z",0,"Z",0,"R",46,"R",1251180,"R",11,"R",360585,"Z",0,"Z",0
106458,"R",1018,"R",45332980,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",2047187,"R",227,"R",15920211,"R",258,"R",10810154,"R",58,"R",2655124,"R",88,"R",4748081,"R",9,"R",342354,"R",94,"R",2503711,"R",1,"R",31327,"R",128,"R",3409226,"R",83,"R",2696411,"R",5,"R",169194
106467,"R",446,"R",21747170,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2087424,"R",58,"R",6137750,"R",35,"R",1867919,"R",37,"R",1847970,"R",65,"R",3091106,"R",8,"R",438836,"R",73,"R",2149715,"R",1,"R",32141,"R",106,"R",3445710,"R",21,"R",648599,"Z",0,"Z",0
106485,"R",225,"R",9219291,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",306008,"R",14,"R",1636714,"R",9,"R",456255,"R",16,"R",775823,"R",27,"R",1285544,"R",3,"R",137887,"R",36,"R",1066341,"R",5,"R",149953,"R",78,"R",2496923,"R",24,"R",782396,"R",5,"R",125447
106546,"R",24,"R",1554696,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",43555,"R",8,"R",795163,"Z",0,"Z",0,"R",2,"R",164403,"R",1,"R",68141,"Z",0,"Z",0,"R",1,"R",55266,"R",1,"R",50003,"R",10,"R",378165,"Z",0,"Z",0,"Z",0,"Z",0
106625,"R",83,"R",3681954,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",965565,"R",5,"R",556118,"R",7,"R",242001,"R",6,"R",342196,"R",15,"R",680895,"Z",0,"Z",0,"R",15,"R",449073,"Z",0,"Z",0,"R",17,"R",446106,"Z",0,"Z",0,"Z",0,"Z",0
106704,"R",817,"R",37321758,"Z",0,"Z",0,"Z",0,"Z",0,"R",97,"R",3994671,"R",102,"R",9575993,"R",75,"R",3501748,"R",71,"R",3381217,"R",103,"R",5093025,"R",9,"R",463783,"R",145,"R",4758319,"Z",0,"Z",0,"R",135,"R",3945740,"R",69,"R",2308368,"R",11,"R",298894
106713,"R",48,"R",2136581,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",254730,"R",16,"R",1124921,"R",3,"R",115629,"R",2,"R",92000,"R",8,"R",263000,"Z",0,"Z",0,"R",7,"R",173400,"Z",0,"Z",0,"R",4,"R",112901,"Z",0,"Z",0,"Z",0,"Z",0
106795,"R",83,"R",3261083,"Z",0,"Z",0,"R",2,"R",100397,"R",41,"R",1405444,"R",5,"R",576355,"R",7,"R",251043,"R",3,"R",161804,"R",3,"R",158200,"Z",0,"Z",0,"R",12,"R",368230,"Z",0,"Z",0,"R",8,"R",179281,"R",2,"R",60329,"Z",0,"Z",0
106810,"R",28,"R",1266368,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",101600,"R",7,"R",505200,"R",2,"R",82000,"Z",0,"Z",0,"R",10,"R",363068,"Z",0,"Z",0,"R",1,"R",36500,"Z",0,"Z",0,"R",2,"R",71000,"R",3,"R",107000,"Z",0,"Z",0
106883,"R",81,"R",3478091,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1035799,"R",7,"R",674296,"R",7,"R",335810,"R",5,"R",279317,"R",9,"R",367435,"Z",0,"Z",0,"R",14,"R",385870,"R",2,"R",56662,"R",13,"R",342902,"Z",0,"Z",0,"Z",0,"Z",0
106980,"R",125,"R",6407018,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",140553,"R",27,"R",2237715,"R",19,"R",789109,"R",19,"R",939113,"R",34,"R",1552502,"Z",0,"Z",0,"R",10,"R",272658,"R",3,"R",100794,"R",10,"R",374574,"Z",0,"Z",0,"Z",0,"Z",0
106999,"R",55,"R",2391083,"R",1,"R",66300,"Z",0,"Z",0,"R",4,"R",117624,"R",13,"R",890209,"R",4,"R",155106,"R",2,"R",125000,"R",9,"R",400034,"Z",0,"Z",0,"R",2,"R",66149,"R",1,"R",38891,"R",16,"R",448510,"R",3,"R",83260,"Z",0,"Z",0
107044,"R",513,"R",23101072,"Z",0,"Z",0,"Z",0,"Z",0,"R",98,"R",4039758,"R",46,"R",4357455,"R",64,"R",3136322,"R",30,"R",1513243,"R",56,"R",3080900,"R",10,"R",529568,"R",42,"R",1228122,"Z",0,"Z",0,"R",125,"R",3539824,"R",36,"R",1439017,"R",6,"R",236863
107071,"R",196,"R",8772165,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",294193,"R",19,"R",1851533,"R",18,"R",841132,"R",12,"R",594249,"R",66,"R",2793812,"R",3,"R",132771,"R",11,"R",439029,"Z",0,"Z",0,"R",56,"R",1608420,"R",5,"R",217026,"Z",0,"Z",0
107080,"R",241,"R",10560431,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",816576,"R",31,"R",2996385,"R",19,"R",985951,"R",11,"R",486728,"R",41,"R",1757180,"R",1,"R",42216,"R",84,"R",2202708,"Z",0,"Z",0,"R",25,"R",823174,"R",10,"R",380873,"R",3,"R",68640
107123,"R",3,"R",236246,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",134056,"R",1,"R",66456,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",35734,"Z",0,"Z",0,"Z",0,"Z",0
107141,"R",216,"R",11356774,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1330061,"R",38,"R",3679589,"R",18,"R",831343,"R",13,"R",663910,"R",47,"R",2120496,"R",3,"R",136322,"R",29,"R",931190,"Z",0,"Z",0,"R",27,"R",953850,"R",8,"R",389443,"R",6,"R",320570
107318,"R",87,"R",4165148,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",69748,"R",24,"R",1808587,"R",2,"R",99450,"R",3,"R",151125,"R",29,"R",1181413,"Z",0,"Z",0,"R",7,"R",234441,"Z",0,"Z",0,"R",20,"R",620384,"Z",0,"Z",0,"Z",0,"Z",0
107327,"R",105,"R",5181043,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",178323,"R",22,"R",1993241,"R",2,"R",130099,"R",5,"R",253085,"R",36,"R",1637311,"Z",0,"Z",0,"R",19,"R",503126,"Z",0,"Z",0,"R",17,"R",485858,"Z",0,"Z",0,"Z",0,"Z",0
107460,"R",120,"R",5062222,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1277465,"R",28,"R",1950191,"R",10,"R",318964,"R",6,"R",232461,"R",10,"R",363551,"R",1,"R",37018,"R",12,"R",359778,"Z",0,"Z",0,"R",20,"R",522794,"Z",0,"Z",0,"Z",0,"Z",0
107512,"R",185,"R",8181612,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",420325,"R",24,"R",2054701,"R",12,"R",503550,"R",11,"R",536048,"R",48,"R",2308847,"R",2,"R",120986,"R",34,"R",897397,"Z",0,"Z",0,"R",24,"R",650844,"R",21,"R",642245,"R",1,"R",46669
107521,"R",75,"R",3591985,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",421837,"R",22,"R",1574658,"R",5,"R",164892,"R",7,"R",326507,"R",9,"R",358088,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",608941,"R",4,"R",137062,"Z",0,"Z",0
107549,"R",64,"R",2789741,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1113064,"R",8,"R",810050,"R",4,"R",189264,"R",2,"R",80601,"R",1,"R",43000,"R",1,"R",35687,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",153705,"R",12,"R",364370,"Z",0,"Z",0
107558,"R",127,"R",5783054,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1195927,"R",19,"R",1690796,"R",5,"R",268292,"R",4,"R",233039,"R",32,"R",1142449,"R",2,"R",93341,"R",3,"R",113246,"Z",0,"Z",0,"R",13,"R",442542,"R",20,"R",603422,"Z",0,"Z",0
107585,"R",95,"R",4263021,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",907096,"R",21,"R",1642099,"R",6,"R",215967,"R",4,"R",192532,"R",7,"R",341731,"Z",0,"Z",0,"R",5,"R",157962,"Z",0,"Z",0,"R",16,"R",485093,"R",12,"R",320541,"Z",0,"Z",0
107600,"R",89,"R",4307847,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",468179,"R",12,"R",1407154,"R",13,"R",640451,"R",4,"R",186000,"R",6,"R",255409,"Z",0,"Z",0,"R",20,"R",573820,"R",2,"R",60029,"R",20,"R",716805,"Z",0,"Z",0,"Z",0,"Z",0
107619,"R",119,"R",5161889,"R",1,"R",80670,"Z",0,"Z",0,"R",27,"R",933144,"R",22,"R",1700199,"R",11,"R",542877,"R",3,"R",144313,"R",6,"R",276029,"Z",0,"Z",0,"R",16,"R",437352,"Z",0,"Z",0,"R",23,"R",738845,"R",7,"R",238559,"R",3,"R",69901
107637,"R",85,"R",3840728,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",129352,"R",26,"R",1839726,"R",5,"R",157172,"R",4,"R",201359,"R",14,"R",595083,"Z",0,"Z",0,"R",8,"R",241877,"R",3,"R",84096,"R",18,"R",515432,"R",3,"R",76631,"Z",0,"Z",0
107664,"R",157,"R",7137695,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",813685,"R",45,"R",2990503,"R",14,"R",650851,"R",7,"R",264990,"R",30,"R",1175258,"Z",0,"Z",0,"R",14,"R",476025,"Z",0,"Z",0,"R",22,"R",590836,"R",2,"R",74547,"R",2,"R",101000
107725,"R",79,"R",3484383,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",1502425,"R",15,"R",1106041,"Z",0,"Z",0,"R",2,"R",124660,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",78330,"Z",0,"Z",0,"R",24,"R",672927,"Z",0,"Z",0,"Z",0,"Z",0
107743,"R",64,"R",2721497,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",950102,"R",5,"R",499500,"R",1,"R",57000,"R",4,"R",148901,"R",7,"R",343320,"Z",0,"Z",0,"R",11,"R",304799,"Z",0,"Z",0,"R",14,"R",417875,"Z",0,"Z",0,"Z",0,"Z",0
107840,"R",30,"R",1726800,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",565000,"R",7,"R",625000,"R",2,"R",180000,"R",1,"R",50000,"R",1,"R",50000,"Z",0,"Z",0,"R",1,"R",40000,"Z",0,"Z",0,"R",5,"R",176800,"R",1,"R",40000,"Z",0,"Z",0
107877,"R",75,"R",2777962,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",70469,"R",12,"R",845063,"R",11,"R",404655,"R",2,"R",70325,"R",19,"R",554408,"R",3,"R",119594,"R",12,"R",307914,"R",5,"R",133204,"R",5,"R",143204,"R",4,"R",129126,"Z",0,"Z",0
107974,"R",99,"R",4337756,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1608521,"R",12,"R",980097,"R",9,"R",479565,"R",4,"R",188853,"R",1,"R",56579,"Z",0,"Z",0,"R",6,"R",167169,"R",2,"R",61773,"R",20,"R",538821,"R",8,"R",256378,"Z",0,"Z",0
107983,"R",237,"R",10745833,"Z",0,"Z",0,"R",14,"R",617464,"R",38,"R",1412661,"R",38,"R",2907444,"R",13,"R",648069,"R",12,"R",626485,"R",19,"R",947247,"R",4,"R",245271,"R",20,"R",700181,"Z",0,"Z",0,"R",65,"R",2048206,"R",14,"R",592805,"Z",0,"Z",0
107992,"R",87,"R",3726598,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",502615,"R",20,"R",1542577,"R",3,"R",169897,"R",5,"R",176394,"R",3,"R",118692,"Z",0,"Z",0,"R",11,"R",298143,"Z",0,"Z",0,"R",26,"R",834732,"R",3,"R",83548,"Z",0,"Z",0
108056,"R",86,"R",9375577,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",2009948,"R",18,"R",1854846,"R",38,"R",3224936,"R",11,"R",1616656,"Z",0,"Z",0,"R",3,"R",122489,"Z",0,"Z",0,"R",8,"R",546702,"Z",0,"Z",0,"Z",0,"Z",0
108092,"R",279,"R",13110634,"Z",0,"Z",0,"Z",0,"Z",0,"R",61,"R",2291635,"R",74,"R",5224879,"R",37,"R",1530979,"R",18,"R",919307,"R",14,"R",738382,"R",2,"R",95000,"R",7,"R",262298,"Z",0,"Z",0,"R",51,"R",1587965,"R",15,"R",460189,"Z",0,"Z",0
108232,"R",562,"R",42154128,"Z",0,"Z",0,"Z",0,"Z",0,"R",136,"R",8848614,"R",130,"R",14278977,"R",62,"R",4364396,"R",33,"R",2497214,"R",89,"R",5895713,"Z",0,"Z",0,"R",17,"R",734162,"R",3,"R",127920,"R",57,"R",3073432,"R",3,"R",221440,"R",32,"R",2112260
108269,"R",13,"R",810000,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",280000,"R",2,"R",180000,"R",1,"R",75000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",65000,"Z",0,"Z",0,"R",4,"R",210000,"Z",0,"Z",0,"Z",0,"Z",0
108667,"R",62,"R",5319891,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",419093,"R",13,"R",1973137,"R",11,"R",870387,"R",4,"R",340616,"R",4,"R",328174,"Z",0,"Z",0,"R",9,"R",476476,"Z",0,"Z",0,"R",15,"R",912008,"Z",0,"Z",0,"Z",0,"Z",0
108807,"R",287,"R",20172695,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1635228,"R",35,"R",5045199,"R",55,"R",3645151,"R",19,"R",1637584,"R",35,"R",2011795,"Z",0,"Z",0,"R",49,"R",2668683,"Z",0,"Z",0,"R",67,"R",3529055,"Z",0,"Z",0,"Z",0,"Z",0
108852,"R",37,"R",2124177,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56736,"R",10,"R",816806,"R",3,"R",211725,"R",1,"R",83787,"R",8,"R",277400,"Z",0,"Z",0,"R",5,"R",223544,"R",3,"R",196912,"R",6,"R",257267,"Z",0,"Z",0,"Z",0,"Z",0
108861,"R",9,"R",719523,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",176183,"R",2,"R",283662,"R",1,"R",80478,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",68000,"R",2,"R",111200,"Z",0,"Z",0
108870,"R",159,"R",12864287,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1497944,"R",35,"R",5167814,"R",16,"R",973242,"R",7,"R",512505,"R",50,"R",3153194,"Z",0,"Z",0,"R",10,"R",369038,"Z",0,"Z",0,"R",20,"R",1074950,"R",2,"R",115600,"Z",0,"Z",0
109040,"R",61,"R",4808526,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",622598,"R",18,"R",2205687,"R",5,"R",271252,"Z",0,"Z",0,"R",4,"R",206897,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1458912,"R",1,"R",43180,"Z",0,"Z",0
109086,"R",50,"R",5288821,"R",2,"R",136663,"Z",0,"Z",0,"R",1,"R",69156,"R",10,"R",2193685,"R",4,"R",365146,"R",2,"R",268234,"R",6,"R",373209,"Z",0,"Z",0,"R",4,"R",257658,"R",6,"R",413763,"R",15,"R",1211307,"Z",0,"Z",0,"Z",0,"Z",0
109208,"R",311,"R",21862614,"Z",0,"Z",0,"Z",0,"Z",0,"R",59,"R",3271027,"R",32,"R",4921268,"R",22,"R",1670652,"R",16,"R",1552326,"R",27,"R",1617193,"R",1,"R",49287,"R",33,"R",1881721,"Z",0,"Z",0,"R",121,"R",6899140,"Z",0,"Z",0,"Z",0,"Z",0
109350,"R",292,"R",20549302,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",2517678,"R",50,"R",6303546,"R",44,"R",2842669,"R",17,"R",1263360,"R",26,"R",1492664,"Z",0,"Z",0,"R",52,"R",2786671,"Z",0,"Z",0,"R",57,"R",3342714,"Z",0,"Z",0,"Z",0,"Z",0
109651,"R",324,"R",26686863,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1034198,"R",130,"R",14459714,"R",20,"R",2003310,"R",25,"R",2056376,"R",31,"R",1906547,"Z",0,"Z",0,"R",10,"R",463426,"Z",0,"Z",0,"R",60,"R",3089683,"R",1,"R",74677,"R",30,"R",1598932
109785,"R",701,"R",45657922,"R",4,"R",216798,"Z",0,"Z",0,"R",15,"R",920173,"R",110,"R",12094290,"R",83,"R",5353101,"R",79,"R",5583336,"R",83,"R",5262364,"R",12,"R",983581,"R",57,"R",2657718,"R",13,"R",660835,"R",224,"R",11018910,"R",16,"R",678872,"R",5,"R",227944
109819,"R",337,"R",21681023,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",1464082,"R",94,"R",9415737,"R",38,"R",2171858,"R",8,"R",509315,"R",43,"R",2722715,"Z",0,"Z",0,"R",41,"R",1614293,"Z",0,"Z",0,"R",78,"R",3783023,"Z",0,"Z",0,"Z",0,"Z",0
109907,"R",105,"R",7344513,"R",3,"R",254944,"Z",0,"Z",0,"R",36,"R",1840314,"R",28,"R",3181350,"R",11,"R",610716,"R",7,"R",494916,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",330738,"Z",0,"Z",0,"R",9,"R",413903,"R",3,"R",217632,"Z",0,"Z",0
110060,"R",8,"R",353365,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",97805,"R",2,"R",115607,"R",1,"R",37687,"R",1,"R",36187,"R",1,"R",66079,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
110097,"R",605,"R",39865222,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1661831,"R",136,"R",14657369,"R",18,"R",1248676,"R",42,"R",3124181,"R",54,"R",3247797,"R",10,"R",769867,"R",43,"R",1998629,"Z",0,"Z",0,"R",242,"R",11416259,"R",28,"R",1597477,"R",4,"R",143136
110219,"R",116,"R",7424848,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",3717933,"R",30,"R",2737121,"R",11,"R",721914,"R",3,"R",163408,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",84472,"Z",0,"Z",0,"Z",0,"Z",0
110246,"R",380,"R",29902012,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",136385,"R",95,"R",11940932,"R",14,"R",1075053,"R",27,"R",2511044,"R",12,"R",859159,"R",1,"R",52587,"R",64,"R",3356990,"Z",0,"Z",0,"R",164,"R",9969862,"Z",0,"Z",0,"Z",0,"Z",0
110316,"R",110,"R",8229386,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1213150,"R",29,"R",3246308,"R",15,"R",1020859,"R",9,"R",571700,"R",3,"R",222630,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1954739,"Z",0,"Z",0,"Z",0,"Z",0
110334,"R",268,"R",19862836,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",930457,"R",53,"R",7012018,"R",32,"R",2316017,"R",15,"R",1217811,"R",27,"R",1538064,"Z",0,"Z",0,"R",33,"R",1858216,"Z",0,"Z",0,"R",91,"R",4990253,"Z",0,"Z",0,"Z",0,"Z",0
